index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
8374;13813;2772701;-2.697.573;-4.864.374;ESFCAS CENTRO DE ATENDIMENTO A SAUDE BAIRRO DAS NACOES;RUA MEXICO;S/N;DAS NACOES;(47) 3264-8096;88338223.0;SC;Balneário Camboriú;2016;5;-26.9786065;-48.6475014;R. México - Nações, Balneário Camboriú - SC, Brazil
8381;13845;2741776;-25.695.999.999.999.900;-51.66;CENTRO MUNICIPAL DE SAUDE DE PINHAO;RUA EXPEDICIONARIO AMARILIO;180;CENTRO;(42)3677-8319;85170000.0;PR;Pinhão;2016;5;-25.6986156;-51.65358149999999;R. Expedicionário Amarílio Lima, 180, Pinhão - PR, 85170-000, Brazil
8387;13948;2731894;-234.381.937.980.645;-518.695.664.405.808;CENTRO MUNICIPAL DE SAUDE NIS III SARANDI;AV LONDRINA;1174;NOVO INDEPENDENCIA;32887000;87114690.0;PR;Sarandi;2016;5;-23.4374822;-51.86991219999999;Av. Londrina, 1174 - Jardim Independencia, Sarandi - PR, 87114-010, Brazil
8392;13636;2231972;-2.980.968;-5.117.774;ESF FORTUNA;RUA JUVENCIO FRAGOSO;543;FORTUNA;;93212310.0;RS;Sapucaia do Sul;2016;5;-29.8066901;-51.1789841;Av. Juvêncio Fragoso, 543, Sapucaia do Sul - RS, 93212-220, Brazil
8398;13860;2689413;-27.119.290.000.000.000;-500.192;UNIDADE SANITARIA SEMINARIO PSF;RUA CORONEL FEDERSEN;111;SEMINARIO;(47)5621633;89190000.0;SC;Taió;2016;5;-27.1167548;-50.0151915;R. Cel. Feddersen, 111 - Do Seminário, Taió - SC, 89190-000, Brazil
8402;13803;7283288;-27.156.614.981.676.600;-48.583.431.243.896.500;UNIDADE BASICA DE SAUDE VARLINDA NICKEL DE SOUZA;RUA AMARIO PADILHA;S/N;JARDIM DOURADO;4733694894;88210000.0;SC;Porto Belo;2016;5;-27.1560419;-48.5942508;Rua Mário Padilha, 295 Perequê, Porto Belo - SC, 88210-000, Brazil
8406;13607;2702908;-25.031;-52.993;POSTO DE SAUDE DE SERTAOZINHO;SERTAOZINHO;S/N;LOC DE SERTAOZINHO;(45)2451088;85450000.0;PR;Campo Bonito;2016;5;-24.95;-53.05;Sertãozinho, Campo Bonito - PR, 85450-000, Brazil
8409;13757;2244845;-28.560.184.625.148.300;-52.747.791.788.899.800;CENTRO MUNICIPAL DE SAUDE VICTOR GRAEFF;AV COCHINHO;998;CENTRO;(54)3381197;99350000.0;RS;Victor Graeff;2016;5;-28.5636533;-52.7500519;Terminal Rodoviário de Victor Graeff - Av. Cochinho, 437, Victor Graeff - RS, 99350-000, Brazil
8412;13626;2248093;-303.547.632.694.236;-543.413.186.073.287;ESF NOSSO SONHO;RUA SAO MIGUEL;21;ELBIO VARGAS;(55)2323010;97306352.0;RS;São Gabriel;2016;5;-30.3520866;-54.3412503;R. São Miguel, 21 - élbio Vieira Vargas, São Gabriel - RS, 97300-000, Brazil
8415;13951;2651742;-26.839.587.800.000.000;-5.223.778.529.999.990;UNIDADE SANITARIA SEDE DE FAXINAL DOS GUEDES;RUA SANTA CATARINA;250;CENTRO;(04)94364331;89694000.0;SC;Faxinal dos Guedes;2016;5;-26.8557384;-52.2580882;R. Santa Catarina, 250 - Centro, Faxinal dos Guedes - SC, 89694-000, Brazil
