index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
37519;49197;7314817;-3.89;-38.451;UBASF DE JABUTI KM 19;RUA MARIO SALES;71;JABUTI;32750422;61760000.0;CE;Eusébio;2016;5;-3.914753699999999;-38.50488199999999;R. Mario Sáles, 71 - Jabuti, Itaitinga - CE, 61880-000, Brazil
37520;49201;7317808;-9.378;-37.245;PSF2 AREIA BRANCA;POV AREIA BRANCA;S/N;ZONA RURAL;;57500000.0;AL;Santana do Ipanema;2016;5;-9.372088999999999;-37.2431561;Povoado Areia Branca, s/n Zona Rural, Santana do Ipanema - AL, 57500-000, Brazil
37521;49458;7405154;-12.9852;-40.97022;UNIDADE DE SAUDE DA FAMILIA 25 DE SETEMBRO;AVENIDA MAGALHAES NETO;130;PAROQUIAL;7533202175;46790000.0;BA;Itaeté;2016;5;-12.9795394;-40.967079;Av. Magalhães Neto, 130, Itaeté - BA, 46790-000, Brazil
37523;49111;7289316;-10.658;-37.305;UNIDADE BASICA DE SAUDE POVOADO TABUA;POVOADO TABUA;S/N;ZONA RURAL;;49570000.0;SE;Malhador;2016;5;-10.6975321;-37.2578337;Rod. João Soares do Nascimento, Malhador - SE, 49570-000, Brazil
37524;49404;7388888;-4.74062;-37.955420000000004;UNIDADE BASICA DE SAUDE LAGOA DA BARBADA;LAGOA DA BARBADA;S/N;ZONA RURAL;88 3415 1115;62910000.0;CE;Palhano;2016;5;37.1356631;-8.451722799999999;8400 Lagoa, Portugal
37527;48849;7203373;-8.992;-39.908;USF BAMBUI;BAIRRO BAMBUI;S/N;LOT SALVADOR P LIMA;74 3531-1423;48930000.0;BA;Curaçá;2016;5;-20.0170955;-45.9795138;Bambuí, State of Minas Gerais, 38900-000, Brazil
37542;49484;7409133;-7.3555899999999985;-41.13604;UBSF ALBERTO BESSA LUZ ESF;RUA PROJETADA;S/N;NOSSA SENHORA DAS ME;;64575000.0;PI;Jaicós;2016;5;-7.359990600000001;-41.1387197;R. Chagas Rodrigues, Jaicós - PI, 64575-000, Brazil
37544;49472;7407432;-3.5440329;-45.6066439;UBS CENTRO;SAO RAIMUNDO;S/N;CENTRO;;65380000.0;MA;Bom Jardim;2016;5;-3.5424569;-45.6223306;R. São Raimundo, Bom Jardim - MA, 65380-000, Brazil
37545;49214;7321279;-6.119;-41.793;POSTO DE SAUDE DA LOCALIDADE BOQUEIRAO;LOCALIDADE BOQUEIRAO;S/N;ZONA RURAL;;64310000.0;PI;Aroazes;2016;5;-6.110617;-41.782553;Aroazes, PI, 64310-000, Brazil
37546;49110;7288468;-5.916;-35.26300000000001;PSF ROSA DOS VENTOS EQ 21;RUA PARAIBA;10;ROSA DOS VENTOS;;59141790.0;RN;Parnamirim;2016;5;-5.9221431;-35.2799874;R. Paraíba, 10 - Rosa dos Ventos, Parnamirim - RN, 59141-790, Brazil
