index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
31696;43321;3004007;-262.869;-4.877.474;UBSF DA ILHA;ANTONIO AUGUSTO DO LIVRAMENTO;289;ESPINHEIROS;(47) 34392471;89228750.0;SC;Joinville;2016;5
31700;43500;3054411;-30.031.879.999.999.900;-501.685;EQUIPE DE SAUDE DA FAMILIA PARQUE DOS PRESIDENTES;ACELINO DE AGUIAR 15 DE NOVEMBRO;362;AGUAL;(51) 36615651;95590000.0;RS;Tramandaí;2016;5
31701;43539;3085864;-2.624.379;-4.880.203;UBSF RIO DO FERRO;RUA DILMA VERGILIA GARCIA;1031;AVENTUREIRO;(47) 34672061;89225800.0;SC;Joinville;2016;5
31710;43300;3000095;-23.552.005.290.984.300;-514.177.751.541.123;UBS ANTONIO CARLOS EISFELD SACHELLI;AVAVIACAO;S/N;JD COLONIAL;(43)4221467;86807000.0;PR;Apucarana;2016;5
31717;43373;3016374;-29.926.081.895.827.300;-510.908.460.617.051;UBS JARDIM DO BOSQUE;AVENIDA CAPITAO GARIBALDI PINTO DOS SANTOS;407;JARDIM DO BOSQUE;(51) 34717422;94960120.0;RS;Cachoeirinha;2016;5
31724;43590;3171116;-27.082.833.051.680.600;-4.902.354.955.673.070;PSF AIMORE;RUA CARLOS BOOS;3408;AIMORE;(47)33083161;88360000.0;SC;Guabiruba;2016;5
31726;43281;2818744;-31.397.609.999.999.900;-5.267.723;ESTRATEGIA SAUDE DA FAMILIA VILA NOVA;RUA LINDOLFO OTTO HACKBART;176;VILA NOVA;;96600000.0;RS;Canguçu;2016;5
31729;43464;3038890;-308.091.831.207.266;-5.389.143.705.367.880;UNIDADE BASICA DE SAUDE DA PROMORAR;ARLINDO PARANHOS;120;PROMORAR;;97390000.0;RS;Lavras do Sul;2016;5
31747;43303;3000109;-286.743.485.927.573;-52.622.537.612.913.500;POSTO DE SAUDE POSSE GODOI MORMACO;POSSE GODOI;1;INTERIOR;(54)3931050;99315000.0;RS;Mormaço;2016;5
31760;43276;2815796;-264.073;-5.014.562;UNIDADE CENTRAL DE SAUDE PSF;RUA VEREADOR JOAO OTAVIO WUNSCHE;S/N;CENTRO;4736531758;89370000.0;SC;Papanduva;2016;5
31761;43299;3000052;-235.509.538.650.506;-51.464.703.083.036.700;UBS CENTRO INFANTIL;RUA MIGUEL SIMIAO;31;CENTRO;4339011034;86800260.0;PR;Apucarana;2016;5
31764;43598;3180603;-296.088.279.865.489;-526.813.545.006.574;ESF FAXINAL DE DENTRO;FAXINAL DE DENTRO;S/N;INTERIOR;;96878000.0;RS;Vale do Sol;2016;5
31780;43291;2821958;-254.385.101.795.189;-500.125.336.647.019;ESF COLONIA FRANCESA;AVENIDA DAS PALMEIRAS;S/N;COLONIA FRANCESA;(42)3909-5108;84130000.0;PR;Palmeira;2016;5
