index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
23547;35447;2227533;-295.722.204.557.553;-50.798.710.733.321.700;UNIDADE DE SAUDE PEDRO IVAN SPARRENBERGER;RUA CARLOS CHAGAS;40;FIGUEIRAS;(51)35454650;95650000.0;RS;Igrejinha;2016;5
23554;35470;2253003;-314.404.356.479.636;-52.310.307.025.907.800;UBS SANTA SILVANA;COLONIA SANTA SILVANA;100;8 DISTRITO;(53)2859082;96010971.0;RS;Pelotas;2016;5
23561;35411;2745151;-264.904.843.494.135;-490.762.988.228.022;UNIDADE BASICA DE SAUDE RICARDO ROEDER;ESTRADA WOLFGANG WEEGE SC 416 KM 26;S/N;RIO CERRO II;(47)3273 1077;89256310.0;SC;Jaraguá do Sul;2016;5
23566;35453;2235722;-29.533.578.157.424.100;-525.175.237.655.624;POSTO DE SAUDE DE SINIMBU;RUA GEN FLORES DA CUNHA;S/N;CENTRO;(51)37081232;96890000.0;RS;Sinimbu;2016;5
23582;35589;2254212;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE BEATRIZOLIVEIRA;RUA PORTO ALEGRE;429;BEATRIZ;(55)35126122;98900000.0;RS;Santa Rosa;2016;5
23584;35597;2257386;-30.239.750.927.033.800;-502.367.010.760.971;ESF TUNEL VERDE;SERRADORES;76;TUNEL VERDE;(51) 3615 4034;95599000.0;RS;Balneário Pinhal;2016;5
23585;35336;2299577;-288.312.041.759.483;-49.845.228.195.189;POSTO DE SAUDE CENTRAL DE TIMBE DO SUL;RUA FELIPE NAPOLI;S/N;CENTRO;(48)5361187;88940000.0;SC;Timbé do Sul;2016;5
23589;35499;4055977;-247.789.120.674.126;-542.365.193.366.989;UNIDADE BASICA DE SAUDE SAO CLEMENTE;RUA ABRELINO ALCANTARA;S/N;SAO CLEMENTE;(45)2751156;85894000.0;PR;Santa Helena;2016;5
23592;35587;2251027;-29.305.157.917.908.500;-524.280.502.644.718;UNIDADE SANITARIA DE BOQUEIRAO DO LEAO;RUA SERIO;93;CENTRO;51-37891207;95920000.0;RS;Boqueirão do Leão;2016;5
23598;35474;2253127;-317.628.157.138.815;-52.374.122.142.790.200;UBS DOM PEDRO I;RUA ULYSSES BATINGA;749;FRAGATA;(53) 2851141;96030740.0;RS;Pelotas;2016;5
23604;35347;2553147;-263.533.902.168.266;-528.517.484.664.902;POLICLINICA MUNICIPAL DE SAUDE;RUI BARBOSA;291;CENTRO;(49)3344 8400;89990000.0;SC;São Lourenço do Oeste;2016;5
23610;35448;2250470;-277.796.602.188.975;-542.353.022.075.467;PSF VIVA FELIZ;RUA SANTA CLARA;117;SAO FRANCISSCO;35358847;98910000.0;RS;Três de Maio;2016;5
23617;35449;2250489;-277.796.602.188.975;-542.353.022.075.467;PSF VIVA BEM;RUA SANTO ANDRE;1;PROMORRAR;(55)35353886;98910000.0;RS;Três de Maio;2016;5
23620;35582;2231905;-29.497.915.506.362.000;-509.900.593.757.615;CLINICA FAMILIA TEEWALD;RUA ALBANO SCHNEIDER;23;CENTRO;(51)5671173;93995000.0;RS;Santa Maria do Herval;2016;5
23623;35353;2683318;-250.663.805.007.927;-502.091.717.720.017;UNIDADE BASICA DE SAUDE ANTONIO SCHWANZEE;RUA SANTO MAURO;S/N;SANTA LUCIA;(42)39011755;84063160.0;PR;Ponta Grossa;2016;5
23627;35450;2250543;-277.796.602.188.975;-542.353.022.075.467;PSF VIVA MAIS;AVENIDA SANTA ROSA;S/N;CENTRO;(55)35352217;98910000.0;RS;Três de Maio;2016;5
23628;35352;2683296;-25.081.744.194.029.900;-501.666.212.081.895;UNIDADE BASICA DE SAUDE ANTONIO RUSSO;R SALDANHA DA GAMA;S/N;CENTRO;(42)39011747;84045020.0;PR;Ponta Grossa;2016;5
23635;35216;2385791;-282.399.511.140.131;-486.692.841.969.227;UNIDADE BASICA DE SAUDE DE ALTO ARROIO;ESTRADA GERAL;92;ALTO ARROIO;48 33550728;88780000.0;SC;Imbituba;2016;5
23637;35354;2683326;-25.092.547;-501.614.420.592.942;UNIDADE DE SAUDE DA FAMILIA AURELIO GROTT;R FABIO FANUCCHE;S/N;LOS ANGELES;(42)39011756;84071220.0;PR;Ponta Grossa;2016;5
23640;35263;2411202;-26.557.830.369.518.500;-525.372.274.685.343;UBS BAIRRO ESPERANCA;RUA SAO DOMINGOS;530;ESPERANCA;(49)4430108;89835000.0;SC;São Domingos;2016;5
23651;35403;2411385;-268.888.206;-5.240.152.979.999.990;UNIDADE SANITARIA PAULINA LUNARDELLI BALDI;RUA DORALINA SCHUSTER;181;VISTA ALEGRE;(049) 3433-8672;89820000.0;SC;Xanxerê;2016;5
