index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
6253;10579;6783236;-5.21652102470383;-42.5452852249133;PS TORQUATO MENDES;LOCALIDADE SARAIVA;S/N;ZONA RURAL;8632750022;64295000.0;PI;Pau D'Arco do Piauí;2016;5
6254;10632;2321009;-6.93022837139016;-37.09485738524009;UNIDADE DE SAUDE DA FAMILIA II RITA TAVARES DO NASCIMENTO;RUA EZEQUIEL BENIGNO DE MEDEIROS;S/N;CENTRO;(83)4621488;58625000.0;PB;São Mamede;2016;5
6255;10700;2564645;-4.30217091397851;-38.5012856666586;UNIDADE BASICA DE SAUDE TIMBAUBA;RUA ARTUR CHAGAS FILHO;S/N;TIMBAUBA DOS MARINHE;;62875000.0;CE;Chorozinho;2016;5
6257;10782;5519098;-5.791176102858679;-37.5537021978471;UNIDADE BASICA DE SAUDE SEBASTIAO FERREIRA DE OLIVEIRA;RUA CEZARIANA RODRIGUES;S/N;SAO SEVERINO;(84)33372796;59780000.0;RN;Caraúbas;2016;5
6258;10683;2626799;-11.682769060134499;-38.3172011375416;POSTO DE SAUDE DO ENTROCAMENTO D SATIRO DIAS;ENTROCAMENTO DE SATIRO DIAS;S/N;CENTRO;;48490000.0;BA;Inhambupe;2016;5
6260;10653;5982758;-2.83940792083732;-40.558819770811795;UBASF DE MANGUE SECO;MANGUE SECO;11;MANGUE SECO;;62598000.0;CE;Jijoca de Jericoacoara;2016;5
6261;10518;2493748;-14.341986179351402;-41.7696118354785;UNIDADE DE SAUDE DA FAMILIA DEOCLECIANO JOSE DOS SANTOS;PRACA DA SAUDADE;S/N;ZONA URBANO;;46110000.0;BA;Malhada de Pedras;2016;5
6263;10686;6630928;-10.505661554543801;-40.3188209870999;UNIDADE BASICA DE SAUDE DA FAMILIA LIMOEIRO;POVOADO DE LIMOEIRO;01;LIMOEIRO;;44790000.0;BA;Campo Formoso;2016;5
6264;10500;2653990;-5.82573;-35.2451;USF FELIPE CAMARAO II;RUA SANTA CLARA;S/N;FELIPE CAMARAO;32328315;59074550.0;RN;Natal;2016;5
6267;10711;2462257;-5.14381929799225;-44.295223449707;POSTO DE SAUDE PATIOBA;POV PATIOBA;S/N;PATIOBA;(99)35621923;65775000.0;MA;Gonçalves Dias;2016;5
6268;10764;2635259;-7.576;-40.49800000000001;ESF BOM JARDIM DO ARARIPE;BOM JARDIM DO ARARIPE;S/N;BOM JARDIM DO ARARIP;;56280000.0;PE;Araripina;2016;5
6270;10603;4028279;-11.7938232421872;-38.8810229301441;UNIDADE DE SAUDE LAMARAO;AV DO TRIUNFO;S/N;CENTRO;(75)36882113;48720000.0;BA;Lamarão;2016;5
6272;10626;3000575;-12.801350646024;-41.324641803998794;UNIDADE DE SAUDE DA FAMILIA ALBINO DESIDERIO BISPO;PRACA ALBINO DESIDERIO BISPO;S/N;POV NOVA VISTA;(75)3335-5039;46830000.0;BA;Andaraí;2016;5
6274;10493;2426862;-4.6069943904875394;-38.879435062407296;POSTO DE SAUDE DE ITANS;RUA JOAO DE OLIVEIRA POMBO;S/N;ITANS;;62740000.0;CE;Itapiúna;2016;5
6276;47806;5336090;-14.19731;-39.51269;USF WANDERLEY RAMOS DE SOUZA;1 TRAVESSA;S/N;GLORIA;7332451004;45550000.0;BA;Ubatã;2016;5
6278;10771;2719533;-9.83385;-35.97834;CENTRO DE SAUDE DE ROTEIRO ELADIO MARCELINO;LOTDRJOAO JATOBA;S/N;CENTRO;;57257000.0;AL;Roteiro;2016;5
6279;10428;3903494;-10.9480690956113;-39.26861286163221;UNIDADE DE SAUDE DA FAMILIA DO ASSENTAMENTO ALTO BONITO;ASENTAMENTO ALTO BONITO;S/N;ZONA RURAL;3274-1346;48840000.0;BA;Cansanção;2016;5
6281;10563;2609053;-7.1925698759973;-37.926519001178;USF FERNANDO VIEIRA DE MELO;RUA JOAO PEREIRA DA FONSECA;S/N;DA CADEIA;(83)4522212;58765000.0;PB;Piancó;2016;5
6283;10692;2462249;-5.14347735777981;-44.291446899414;UNIDADE BASICA DE SAUDE JAPAOZINHO;POVOADO JAPAOZINHO;S/N;JAPAOINHO;(99)35621923;65775000.0;MA;Gonçalves Dias;2016;5
6284;10666;2532859;-10.2628542593015;-40.193611466193204;PSF JOSELINA PIO DE FARIAS;POVOADO DE CATUNI;S/N;ZONA RURAL;( );48960000.0;BA;Jaguarari;2016;5
6285;10619;2341247;-6.394665241241269;-38.549244403838;UNIDADE BASICA DE SAUDE MANOEL ALEXANDRE DA SILVA;DISTRITO DE SAO JOAO BOSCO;S/N;DISTRITO;(83) 5621032;58933000.0;PB;Poço Dantas;2016;5
6296;10468;2508214;-14.4922757148738;-42.686069011687;USF SEDE;AVENIDA TIBERIO FAUSTO;238;CENTRO;(77)6672120;46360000.0;BA;Pindaí;2016;5
6300;10640;2493667;-11.759104728698402;-40.0857424736011;UNIDADE DE SAUDE DA FAMILIA ENESIA FERNANDES DOS SANTOS;POVOADO DE BOA PAZ;S/N;POVOADO DE BOA PAZ;(74)36322104;44630000.0;BA;Mairi;2016;5
6304;10558;2481545;-4.13730740547168;-38.49514961242561;UNIDADE BASICA DE SAUDE DE QUEIMADAS;RUA MANOEL FELICIANO;1810;QUEIMADAS;(85)3366056;62885225.0;CE;Horizonte;2016;5
6305;10408;2721333;-9.931610389742447;-36.4715218222232;UNIDADE BASICA DE SAUDE DA FAMILIA URUBA;POVOADO URUBA;S/N;ZONA RURAL;(82)541 1218;57270000.0;AL;Junqueiro;2016;5
6306;10633;2407906;-6.22435569763165;-38.2503390312184;CENTRO DE SAUDE SITIO GANGORRA;SITIO GANGORRA;S/N;ZONA RURAL;;59990000.0;RN;Rafael Fernandes;2016;5
6308;10629;3540081;-3.54346;-43.9164;UBS DA FAMILIA BACELIO SALGADO;RAMPA;S/N;RAMPA;(98)34611331;65430000.0;MA;Vargem Grande;2016;5
6309;10457;2466899;-10.9797620773312;-40.7651782035816;PSF DA CAATINGA DO MOURA;POVOADO DE CAATINGA DO MOURA;S/N;CAATINGA DO MOURA;(74)3624-9177;44700000.0;BA;Jacobina;2016;5
6310;10750;2561603;-4.04711199445096;-39.4488814473152;UNIDADE BASICA DE SAUDE JOAO ACACIO VASQUES MACEDO;CE 341;S/N;CENTRO;33571252;62738000.0;CE;General Sampaio;2016;5
6313;10460;2771195;-15.41462;-39.4923;USF DR MANOEL RODRIGUES;TRAVESSA BOA VISTA;55;CENTRO;(73) 2831711;45880000.0;BA;Camacan;2016;5
6314;10749;2635348;-7.576;-40.49800000000001;ESF ALTO DA BOA VISTA I;RUA SANTANA;S/N;ALTO DA BOA VISTA;;56280000.0;PE;Araripina;2016;5
6317;10516;2457679;-4.56952929496752;-44.6050286293017;CENTRO DE SAUDE DR PEDRO BARROSO;RUA CIRO REGO;11;CENTRO;(99) 6421203;65725000.0;MA;Pedreiras;2016;5
6319;10658;2460777;-2.860071659088049;-45.204942226408605;U B DE SAUDE PSF SOROROCA;POV SOROROCA;S/N;CENTRO;(98) 3830259;65235000.0;MA;São Bento;2016;5
6320;10556;5690323;-9.64001529170398;-35.71775436401371;UNIDADE DE SAUDE JOAO PAULO II;RUA MANOEL VIANA DE OLIVEIRA;S/N;JACINTINHO;(082) 33155404;57040490.0;AL;Maceió;2016;5
6324;10730;2592479;-7.10094595524403;-35.8664139115223;UBSF SANTO ANTONIO;SITIO CANTA GALO;S/N;ZONA RURAL;;58119000.0;PB;São Sebastião de Lagoa de Roça;2016;5
6325;10719;2415232;-7.29686379432657;-39.3894195556629;POSTO DE SAUDE RAIMUNDA BEZERRA TELES;COMUNIDADE DO ROMUALDO;S/N;DISTRITO MURITI;(88)5233376;63133100.0;CE;Crato;2016;5
6326;11118;2404486;-5.9954881668089115;-42.7034497261035;UNIDADE BASICA DE SAUDE VITORIA ALENCAR;AVENIDA PETRONIO PORTELA;S/N;NOVA VIDA;(86)32891256;64435000.0;PI;São Gonçalo do Piauí;2016;5
6327;11099;2369575;-4.2760686932553496;-41.7785048523536;UBSF MATADOURO PSF 13;RUA CIDADE DE ESPERANTINA;S/N;MATADOURO;(86)32764553;64260000.0;PI;Piripiri;2016;5
6332;11011;2487233;-12.1341825924055;-38.4226157693395;UNIDADE DE SAUDE DA FAMILIA MIGUEL VELHO;RUA GAUDENCIO DE SOUZA NUNES;10;MIGUEL VELHO;;48020110.0;BA;Alagoinhas;2016;5
6333;11156;2457482;-6.06727480888349;-43.1540608406054;UNIDADE BASICA DE SAUDE PIQUIZEIRO PSF;POVOADO PIQUIZEIRO;S/N;POVOADO;(98)2921177;65650000.0;MA;São Francisco do Maranhão;2016;5
6334;10966;2366355;-7.343255281448151;-44.3541669845568;PS TAMBURIL;POVOADO TAMBURIL;S/N;ZONA RURAL;8935450006;64873000.0;PI;Sebastião Leal;2016;5
6336;10859;2499142;-6.4030312519304005;-38.86308517887979;ESF ALTO MANOEL MARIANO;TRAVESSA SANTA CECILIA;S/N;ALTO M MARIANO;;63430000.0;CE;Icó;2016;5
6339;10899;3062562;-13.571709394454599;-42.246272563933104;UNIDADE BASICA DE SAUDE DA FAMILIA DO GRAMA;POVOADO DO GRAMA;S/N;ZONA RURAL;(77)34712412;46190000.0;BA;Paramirim;2016;5
6341;11091;4243;-12.9014039039608;-38.4273862838734;UBS CASTELO BRANCO;RUA A 3 ETAPA;S/N;CASTELO BRANCO;(71) 3611-5316;41320010.0;BA;Salvador;2016;5
6342;11151;2007746;-9.48414087295505;-37.335662841795795;POSTO DE SAUDE SANTO ANTONIO OLHO DAGUA FLORES;POVOADO OLHO DAGUA DAS FLORES;S/N;ZONA RURAL;;57442000.0;AL;Olho d'Água das Flores;2016;5
6344;11005;6395147;-13.0038942044712;-41.373213011866795;UNIDADE BASICA DE SAUDE;RUA REGINALDO MEDRADO;25;CENTRO;75 33382112;46750000.0;BA;Mucugê;2016;5
6345;11149;2325497;-6.57869696617107;-42.6960897445666;PS BURITI GRANDE PSF;LOCALIDADE BURITI GRANDE;S/N;LOC BURITI GRANDE;(08)65601127;64475000.0;PI;Francisco Ayres;2016;5
6350;10810;2562898;-4.61739063262926;-38.0872178077687;UNIDADE BASICA DE SAUDE SAO JOSE;SAO JOSE;S/N;ZONA RURAL;;62910000.0;CE;Palhano;2016;5
6351;11069;2443813;-4.98553991317735;-42.6411366462695;UNIDADE BASICA DE SAUDE DR D ARCOVERDE SANTA TERESA;RUA DA CAPELA POVOADO SANTA TERESA;S/N;ZONA RURAL;86 32159212;64058990.0;PI;Teresina;2016;5
6353;11071;2605252;-7.0374834537504105;-37.29884147643929;UNIDADE DE SAUDE DA FAMILIA SEBASTIANA XAVIER;RUA ZOZIMO GURGEL;S/N;BIVAR OLINTO;(83) 3421-5995;58701000.0;PB;Patos;2016;5
6355;11163;5772605;-1.56063795089717;-45.089178085325784;UNIDADE BASICA DE SAUDE CARUARU;POVOADO CARUARU;S/N;ZONA RURAL;;65275000.0;MA;Apicum-Açu;2016;5
6358;11186;6192890;-6.18484139442426;-43.7760758399951;UNIDADE BASICA DE SAUDE MUTIRAO;MUTIRAO;20;MUTIRAO;;65680000.0;MA;Passagem Franca;2016;5
6359;10803;2315009;-8.66351366043066;-35.618684291838605;PSF ENGENHO PIRANGY;ENGENHO PIRANGY;S/N;ZONA RURAL;;55540000.0;PE;Palmares;2016;5
6360;10958;6024335;-10.4816222190854;-37.1874332427968;CENTRO DE SAUDE DR LAURO DE BRITTO PORTO;PISTA DE CAPELA;5411;CAMPO VELHO;(79)3265-1402;49600000.0;SE;Nossa Senhora das Dores;2016;5
6361;11073;5221269;-12.7432394027706;-38.6147117614735;UNIDADE DE SAUDE DA FAMILIA DO ALTO DA MATRIZ;RUA DA INTENDENCIA;S/N;CENTRO;71 36046099;42600000.0;BA;Madre de Deus;2016;5
6363;10827;2429705;-9.399243593215669;-40.5483698844898;UBS BEATRIZ LUZ DE ALENCAR ROCHA;RUA 02;S/N;COHAB VI;(87) 3863-4672;56309010.0;PE;Petrolina;2016;5
6367;11112;2565064;-4.64818239212023;-39.076738357542794;UNIDADE DE SAUDE DE BARBADA;DISTRITO DE BARBADA;S/N;CAICARINHA;;63950000.0;CE;Choró;2016;5
6370;10854;3131521;-8.06276248305241;-34.8889419445777;US 300 PSF DR GERALDO BARRETO CAMPELO SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;S/N;SAN MARTIN;(81) 33556126;50761310.0;PE;Recife;2016;5
6372;11076;2475766;-6.66398433637305;-37.3949730105827;CENTRO MUNICIPAL DE SAUDE SUELI LUCENA DE ARAUJO;RUA MAJOR LOBINHO;54;CENTRO;(84)34262228;59318000.0;RN;Serra Negra do Norte;2016;5
6374;11176;2609355;-4.23236;-42.275;PS PEDRINHAS;RUA PROJETADA;S/N;PEDRINHAS;(86)3242 1221;64100000.0;PI;Barras;2016;5
6376;10981;3489957;-4.29952832007765;-38.9930659239268;CENTRO DE SAUDE SEDE II;CONJUNTO NOVO;S/N;ZONA URBANA;(85)3281209;62764000.0;CE;Mulungu;2016;5
6377;10975;2476878;-10.4942178726193;-37.1922183036793;CENTRO DE SAUDE DR MILTON CALUMBY TOURINHO;RUA MARECHAL CANDIDO RONDOM;265;CENTRO;(79)2651238;49600000.0;SE;Nossa Senhora das Dores;2016;5
6380;11185;2450844;-1.19501985484818;-46.0201835632324;UNIDADE BASICA DE SAUDE MOACIR BRAGA;RUA NOSSA SENHORA DE FATIMA;S/N;CENTRO;(98)3941187;65295000.0;MA;Carutapera;2016;5
6381;10924;5279623;-4.818651577906401;-38.8216783127295;UNIDADE BASICA DE SAUDE DA FAMILIA DR NELSON ANDRADE SALES;RUA CHAGAS CAMURCA;S/N;CENTRO;;63970000.0;CE;Ibaretama;2016;5
6383;11124;2444062;-5.19078254699692;-42.773873805998505;UNIDADE BASICA DE SAUDE IRMA DULCE;RUA SANTA FRANCISCA CABRINI;S/N;ANGELIM;(86) 3219-3850;64000270.0;PI;Teresina;2016;5
6387;10962;3357422;-14.66616;-41.49111;UNIDADE DE SAUDE DA FAMILIA SEDE;VILA MONTE ALEGRE;001;CENTRO;;46255000.0;BA;Maetinga;2016;5
6388;10963;2356678;-7.209592512357402;-34.8395145778656;USF INTEGRADA ROSA DE FATIMA;RUA OSCAR LOPES MACHADO;S/N;PARATIBE;32121247;58062030.0;PB;João Pessoa;2016;5
6392;10820;2482231;-3.7487947940825297;-38.5376787185658;UAPS LUIS COSTA;RUA MARECHAL DEODORO;1501;BENFICA;(85)31317677;60020061.0;CE;Fortaleza;2016;5
6395;11098;2381346;-6.157420692525362;-37.7631253023649;POSTO DE SAUDE COROATA;SITIO COROATA;S/N;ZONA RURAL;;59760000.0;RN;Almino Afonso;2016;5
6396;11046;2565838;-4.958503246307231;-39.035131931303795;POSTO DE SAUDE DO SAO JOAO;RUA NOVO AMANHECER ENFRENTE A PRACINHA;S/N;PLANALTO RENASCER;(88)34125534;63908155.0;CE;Quixadá;2016;5
6397;10956;2493128;-11.7162859439846;-39.954550266264704;UNIDADE DE SAUDE DA FAMILIA GEROLINO JOSE DE OLIVEIRA;POVOADO DE AROEIRA;S/N;POV AROEIRA;74 99981925691;44630000.0;BA;Mairi;2016;5
6399;11150;2704242;-9.1570079326627;-36.4333462715138;PSF DE CAMPO ALEGRE;POVOADO DE CAMPO ALEGRE;S/N;ZONA RURAL;(87)37851133;55320000.0;PE;Lagoa do Ouro;2016;5
6401;10886;2368498;-5.892845392227;-42.639784812926;POSTO DE SAUDE CHICO RAIMUNDO;R RIBEIRO GONCALVES;S/N;COMPASA;( )2801540;64460000.0;PI;Água Branca;2016;5
6403;11084;5862639;-13.844264745711902;-43.8549971580493;UBS DA AGROVILA 23;RUA G AGROVILA 23;S/N;ZONA RURAL;;46445000.0;BA;Carinhanha;2016;5
6404;10808;2011514;-9.57239627838107;-36.7025756835927;UNIDADE DE SAUDE DA FAMILIA LAGOA DE CIMA;POVOADO LAGOA DE CIMA;S/N;ZONA RURAL;;57620000.0;AL;Igaci;2016;5
6408;47947;6284418;-8.336;-36.424;UBS MARIA CRISTINA;R ANTONIO CORDEIRO RAMOS;85;LOT MARIA CRISTINA;81 34111600;55150001.0;PE;Belo Jardim;2016;5
6410;10942;2453789;-5.2231299877165185;-43.4502196311938;UBS BAU;POVOADO BAU;20;ZONA RURAL;(98)5213223;65600020.0;MA;Caxias;2016;5
6413;11059;3908283;-12.5312550111836;-38.8937188106885;USF MARIA MADALENA;POVOADO DO SACO;S/N;ZONA RURAL;;44300000.0;BA;Cachoeira;2016;5
6414;11128;2368609;-10.7381272315976;-45.1122236251818;UNIDADE DE SAUDE DA FAMILIA EIVELICE ALVES BATISTA PSF;VILA TABOCAL GRANDE;S/N;CENTRO;365761200;64995000.0;PI;Cristalândia do Piauí;2016;5
6418;10889;3665747;-7.983831167220839;-38.3147764205921;USF MALHADA CORTADA;RUA DO SERTAO;S/N;MALHADA CORTADA;;56912510.0;PE;Serra Talhada;2016;5
6419;11022;4011473;-7.210766;-39.316993355614294;UBS TIMBAUBA;RUA ASSIS SOBREIRA;169;TIMBAUBA;88 35722179;63010000.0;CE;Juazeiro do Norte;2016;5
6421;10974;2356767;-6.82668328285197;-35.2519941329946;UNIDADE DE SAUDE DA FAMILIA CRUZEIRO;R SAO JOSE;S/N;SAO JOAO;(83)32941289;58275000.0;PB;Itapororoca;2016;5
6425;10802;2315491;-8.68570089340185;-35.5889868736257;PSF CENTRO SINDICALISTA JOSE HELIO CAVALCANTI;RUA FENELON BARRETO;S/N;CENTRO;(81)36622153;55540000.0;PE;Palmares;2016;5
6426;10917;3063852;-13.02646;-39.02863;UNIDADE SAUDE DA FAMILIA DR WILSON GOMES DOS SANTOS;RUA BARAO HOMEM DE MELO;S/N;CENTRO;(75)36362713;44400000.0;BA;Nazaré;2016;5
6431;10900;6223958;-7.51428764137233;-34.9178501439553;USF MANGABEIRA;RUA DOS CRAVOS;S/N;MANGABEIRA;8332862029;58326000.0;PB;Caaporã;2016;5
6433;11187;2353458;-7.3456712759663;-37.2873345539797;UNIDADE BASICA DE SAUDE RITA FERREIRA ALVES;RUA SANTA TEREZINHA;S/N;CENTRO;;56740000.0;PE;Brejinho;2016;5
6434;10905;6288820;-9.46811199188205;-40.7974720001209;ESF QUADRA N 18;RUA 02 QUADRA N 18;S/N;VILA SAO JOAQUIM;;48925000.0;BA;Sobradinho;2016;5
6436;10945;2367386;-6.96712849109696;-42.6682272300917;CS I DE NAZARE DO PIAUI PSF;PRACA DA BANDEIRA;S/N;CENTRO;(86)5571215;64825000.0;PI;Nazaré do Piauí;2016;5
6437;10954;2307537;-3.64574432373036;-44.372019767759895;UNIDADE BASICA ANA DO CARMO BRANDAO;ESTRADA DE PIRAPEMAS;S/N;VILA PALMEIRA;98 34621235;65465000.0;MA;Cantanhede;2016;5
6438;11140;2656124;-3.6195417650543;-45.109240295410096;UNIDADE BASICA DE SAUDE DE SAO VICENTE;POVOADO SAO VICENTE;S/N;POVSAO VICENTE;(98)3761104;65345000.0;MA;Igarapé do Meio;2016;5
6446;10982;2404931;-7.6807639350874615;-41.2522813962752;USF DE PATOS DO PIAUI;RUA SALUSTIANO PEREIRA DO NASCIMENTO;S/N;CENTRO;(89 )34591158;64580000.0;PI;Patos do Piauí;2016;5
6449;10883;2368463;-5.9288084506986785;-42.6213312149035;POSTO DE SAUDE FRANCELINO BARBOSA LOPES;SANTO ANTONNIO;S/N;SANTO ANTONIO;( )32821540;64460000.0;PI;Água Branca;2016;5
6452;10947;2325705;-8.72950111876504;-44.2325685791726;USF DE PALMEIRA DO PI PSF;AV JOSE LUZ;268;CENTRO;35681245;64925000.0;PI;Palmeira do Piauí;2016;5
6454;11081;1163;-8.02747607231117;-34.918670654295894;US 109 CS FRANCISCO PIGNATARI;ESTRADA DO ARRAIAL;S/N;CASA AMARELA;(81) 33554400;52070000.0;PE;Recife;2016;5
6455;10855;5392136;-8.06276248305241;-34.8889419445777;US 342 PSF DJALMA HOLANDA CAVALCANTE;RUA DELFIN;87;BRASILIA TEIMOSA;(81) 33556122;51010010.0;PE;Recife;2016;5
6456;10923;2452197;-5.10068111012935;-42.8337278988596;E S F DO BAIRRO FLORES 18;AVENIDA PERIMETRAL;1182;PARQUE PIAUI;;65636710.0;MA;Timon;2016;5
6457;11026;5659884;-14.532637596129902;-40.35537958145021;UNIDADE DE SAUDE DA FAMILIA EPAMINONDAS ARCANJO NASCIMENTO;RUA ABIGAIL PIRES FERREIRA;106;ALTO DO RECREIO;77999155202;45260000.0;BA;Poções;2016;5
6459;10940;3476138;-14.3626079430408;-40.200521893825396;UNIDADE DE SAUDE DA FAMILIA GILDASIO FRANCISCO DA ROCHA;RUA CARMINE CABIDU;01;DIOCLECIO COELHO;(77) 34332218;45250000.0;BA;Boa Nova;2016;5
