index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
28932;40482;2371979;-4.7155494878312805;-37.3535630985971;UBS DE BARREIRAS;PRAIA DE BARREIRAS;S/N;BARREIRAS;(88)4321429;62810000.0;CE;Icapuí;2016;5
28934;40758;2410087;-6.56884789466839;-37.362356185912;POSTO DE SAUDE DE ARAPUA;SITIO ARAPUA;S/N;ZONA RURAL;;59318000.0;RN;Serra Negra do Norte;2016;5
28936;40420;2366118;-6.273461580276308;-41.5292429923999;PS OITIS;POVOADO OITIS;S/N;ZONA RURAL;;64320000.0;PI;Pimenteiras;2016;5
28937;40647;2388529;-12.376570701598801;-38.3910369873036;UNIDADE DE SAUDE DA FAMILIA DA URBIS;CAMINHO 04;16;URBIS;(71)6412185;48110000.0;BA;Catu;2016;5
28939;40500;2374048;-5.886459045;-38.623005049266794;UBASF NOSSA SENHORA DAS CANDEIAS;RUA CAPITAO DEODATO DIOGENES;S/N;CENTRO;(88) 3522-1255;63475000.0;CE;Jaguaribe;2016;5
28941;40444;2367653;-9.3844934;-43.6819964;PS DE GUARIBAS;R AREOLINO CORREIA DA SILVA;S/N;CENTRO;( )35920012;64798000.0;PI;Guaribas;2016;5
28942;40643;2388294;-11.3815744576448;-40.0110006117174;CENTRO DE SAUDE JULIO INACIO NEVES;PEDRAS ALTAS;S/N;PVPEDRAS ALTAS;74 3651-1808;44695000.0;BA;Capim Grosso;2016;5
28943;40653;2388952;-12.721384763717301;-39.3952775001514;PS ALCIDES PEREIRA MELO;POVOADO CANDEAL;S/N;ZONA RURAL;;44500000.0;BA;Castro Alves;2016;5
28944;40495;2373041;-6.56984567642193;-40.12151241302371;CENTRO DE SAUDE DE AIUABA;RUA OTONI ANDRADE;95;CENTRO;5241180;63575000.0;CE;Aiuaba;2016;5
28950;40501;2373467;-4.33664917945849;-38.5855507850636;POSTO DE SAUDE DE URUA;URUA;S/N;URUA;3311188;62795000.0;CE;Barreira;2016;5
28951;40471;2369796;-7.38791942596414;-41.2203598022449;UBS JOSE FRANCISCO BATISTA PSF;POVOADO TANQUE DOS BATISTA;S/N;ZONA RURAL;(86)4571302;64575000.0;PI;Jaicós;2016;5
28955;40640;2387530;-12.696752732460599;-38.4802951920995;UNIDADE DE SAUDE DA FAMILIA DE CAROBA;RUA DA IGREJA;S/N;CAROBA;(71) 6029128;43813300.0;BA;Candeias;2016;5
28958;40426;2366916;-7.2392177581784996;-40.8645915985095;PS SEDE MUNICIPAL DE ALEGRETE PSF;AVENIDA CENTRAL;S/N;BELA VISTA;34361128;64675000.0;PI;Alegrete do Piauí;2016;5
28959;40459;2368390;-7.48160362243631;-40.9237718582141;PS DE BARRA;SITIO BARRA;S/N;ZONA RURAL;(89) 4311284;64680000.0;PI;Padre Marcos;2016;5
28960;40787;2415607;-3.72477293014516;-38.5811090469349;UAPS FERNANDO FACANHA;RUA RIO TOCANTINS;S/N;JARDIM IRACEMA;(85)34526660;60340110.0;CE;Fortaleza;2016;5
28961;40740;2405385;-4.23895239830005;-42.2892308235156;PS SENHOR DODO;RUA SAO JOSE;S/N;MATADOURO;(86)32421221;64100000.0;PI;Barras;2016;5
28962;40488;2372320;-7.18791246414164;-40.0208115577686;UNIDADE BASICA DE SAUDE HORACIO GOMES DOS SANTOS;VILA BREJINHO;S/N;CENTRO;5301219;63170000.0;CE;Araripe;2016;5
28963;40772;2412462;-11.483244895934696;-42.2119188308704;UNIDADE DE SAUDE DA FAMILIA ALBINO JOSE DA ROCHA;POVOADO DE OLHOS DAGUA DE BADU;S/N;POVOADO;;44970000.0;BA;Ibipeba;2016;5
