index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
12383;19191;2527510;-7.387397999999999;-38.772795438031004;ESF PALESTINA;RUA GABRIEL IZIDRO;S/N;DISTRITO PALESTINA D;35521960;63210000.0;CE;Mauriti;2016;5
12384;18911;2525860;-13.4650582643102;-39.4758435545882;UNIDADE DE SAUDE DA FAMILIA ADELIA ANDRADE ROCHA;POVOADO IPIRANGA I;S/N;IPIRANGA;;45416000.0;BA;Presidente Tancredo Neves;2016;5
12385;19114;2611503;-6.10008;-39.46691;PSF DE VILA ESPERANCA;VILA ESPERANCA;S/N;ESPERANCA;;63560000.0;CE;Acopiara;2016;5
12386;18910;3016218;-13.4708417736022;-39.4240598299107;UNIDADE DE SAUDE DA FAMILIA MARIA INOCENCIA DE JESUS;RUA SANTO ANDRE;S/N;NOVA ESPERANCA;;45416000.0;BA;Presidente Tancredo Neves;2016;5
12388;19435;2381192;-6.2123429186061;-38.4963439736539;CENTRO DE SAUDE BONITO;SITIO BONITO;S/N;ZONA RURAL;;59920000.0;RN;São Miguel;2016;5
12392;19528;3004708;-8.17064166069007;-36.1974191665639;PSF VIII FAZENDA NOVA;AV DOM PEDRO I;00;FAZENDA NOVA;(81)3747 1196;55170000.0;PE;Brejo da Madre de Deus;2016;5
12393;19312;2601486;-11.1078107357022;-42.02618122100711;POSTO DE SAUDE DE LARGA DOS MENDES;LARGA DOS MENDES;S/N;ZONA RURAL;;44940000.0;BA;Central;2016;5
12426;19562;7684460;-12.722965625743301;-44.5608177781105;UNIDADE DE SAUDE DA FAMILIA MAXIMINO CIRILO DA SILVA;COCOS;S/N;ZONA RURAL;77 36172200;47830000.0;BA;Baianópolis;2016;5
12429;19568;5005043;-7.17951178550699;-39.3286943435658;UBS HORTO II;TRAVESSA DOS POMBOS;S/N;HORTO;;63010750.0;CE;Juazeiro do Norte;2016;5
12430;19398;3006638;-6.335571703201151;-35.3170907892286;UBS BARROCAS;SITIO BARROCAS;S/N;ZONA RURAL;;59180000.0;RN;Espírito Santo;2016;5
12431;19328;2531569;-4.48549032211291;-45.073921680449104;UNIDADE BASICA DE SAUDE DO POVOADO SANTA TEREZA;POV SANTA TEREZA;1;SANTA TEREZA;(98)6441550;65715000.0;MA;Lago da Pedra;2016;5
12436;19214;2517221;-4.83392858315588;-40.319068513295896;UNIDADE DE SAUDE DA FAMILIA SEDE II;RUA CIRO OTAVIO;S/N;DISTRITO DE SUCESSO;(88)36171178;63750000.0;CE;Tamboril;2016;5
12440;19327;2456346;-5.51572680473312;-47.4758720397935;CENTRO DE SAUDE TRES PODERES;RUA SERGIPE ENTRE GONCALVES DIAS E RUI BARBOSA;31;TRES PODERES;99 3523-0303;65901550.0;MA;Imperatriz;2016;5
12443;19205;6454208;-7.5357464416067;-39.115331461482796;UBS JOSE FRANCISCO DOS SANTOS;VILA SIMAO;S/N;ZONA RURAL;;63270000.0;CE;Porteiras;2016;5
12444;19340;2463709;-1.65678977966304;-45.43792963027821;UNIDADE BASICA SAUDE DE CANARINHO;AV PRINCIPAL;S/N;POV CANARINHO;(98)3971109;65278000.0;MA;Turiaçu;2016;5
