index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
37519;49197;7314817;-3.89;-38.451;UBASF DE JABUTI KM 19;RUA MARIO SALES;71;JABUTI;32750422;61760000.0;CE;Eusébio;2016;5
37520;49201;7317808;-9.378;-37.245;PSF2 AREIA BRANCA;POV AREIA BRANCA;S/N;ZONA RURAL;;57500000.0;AL;Santana do Ipanema;2016;5
37521;49458;7405154;-12.9852;-40.97022;UNIDADE DE SAUDE DA FAMILIA 25 DE SETEMBRO;AVENIDA MAGALHAES NETO;130;PAROQUIAL;7533202175;46790000.0;BA;Itaeté;2016;5
37523;49111;7289316;-10.658;-37.305;UNIDADE BASICA DE SAUDE POVOADO TABUA;POVOADO TABUA;S/N;ZONA RURAL;;49570000.0;SE;Malhador;2016;5
37524;49404;7388888;-4.74062;-37.95542;UNIDADE BASICA DE SAUDE LAGOA DA BARBADA;LAGOA DA BARBADA;S/N;ZONA RURAL;88 3415 1115;62910000.0;CE;Palhano;2016;5
37527;48849;7203373;-8.992;-39.908;USF BAMBUI;BAIRRO BAMBUI;S/N;LOT SALVADOR P LIMA;74 3531-1423;48930000.0;BA;Curaçá;2016;5
37542;49484;7409133;-7.3555899999999985;-41.13604;UBSF ALBERTO BESSA LUZ ESF;RUA PROJETADA;S/N;NOSSA SENHORA DAS ME;;64575000.0;PI;Jaicós;2016;5
37544;49472;7407432;-3.5440329;-45.6066439;UBS CENTRO;SAO RAIMUNDO;S/N;CENTRO;;65380000.0;MA;Bom Jardim;2016;5
37545;49214;7321279;-6.119;-41.793;POSTO DE SAUDE DA LOCALIDADE BOQUEIRAO;LOCALIDADE BOQUEIRAO;S/N;ZONA RURAL;;64310000.0;PI;Aroazes;2016;5
37546;49110;7288468;-5.916;-35.26300000000001;PSF ROSA DOS VENTOS EQ 21;RUA PARAIBA;10;ROSA DOS VENTOS;;59141790.0;RN;Parnamirim;2016;5
37547;49009;7257651;-6.9270000000000005;-38.674;UNIDADE BASICA SAUDE DA FAMILIA IV RURAL;DISTRITO DE FATIMA;S/N;ZONA RURAL;83 3558 1021;58935000.0;PB;Cachoeira dos Índios;2016;5
37548;49071;7276842;-3.543;-43.916;UBS MARIA MACEDO;POVOADO PEDRA GRANDE;S/N;POVOADO PEDRA GRANDE;;65430000.0;MA;Vargem Grande;2016;5
37551;49030;7262795;-3.49641;-42.55885;UBSF BAIRRO NOVO;RUA JOAO DE DEUS;S/N;CENTRO;;65540000.0;MA;Santa Quitéria do Maranhão;2016;5
37552;49087;7280920;-11.047;-41.969;UNIDADE SATELITE DE QUEIMADA NOVA;POVOADO QUEIMADA NOVA;S/N;POVOADO QUEIMADA NOV;;44925000.0;BA;Jussara;2016;5
37554;49416;7390734;-6.53571;-39.49147;POSTO DE SAUDE BRAVAS;SITIO BRAVAS;S/N;DISTRITO DE BRAVAS;7120088;63530000.0;CE;Cariús;2016;5
37557;49502;7413521;-14.83842;-39.98537;USF ABEL CORNELIO DE MORAIS FILHO;RUA ROBERTO MARINHO;S/N;JOSE LIMA;(73) 3272-2294;45290000.0;BA;Ibicuí;2016;5
37559;49217;7322089;-7.6960000000000015;-35.664;CASA DE SAUDE DE UMBUZEIRO;RUA SEVERINO BEZERRA DA SILVA;S/N;CENTRO;;58497000.0;PB;Umbuzeiro;2016;5
37560;49478;7408102;-6.667680000000002;-41.70474;CENTRO DE SAUDE JOSE LINO LEAL;RUA SAO JOSE;292;CENTRO;8934771102;64535000.0;PI;Inhuma;2016;5
37561;49405;7389124;-12.2335;-44.41921;UNIDADE DE SAUDE DA FAMILIA LINDOLFO NOVAIS;POVOADO DE LAGOA DO OSCAR;S/N;ZONA RURAL;;47950000.0;BA;Cristópolis;2016;5
37562;49173;7306458;-13.268;-39.663;PS TABULEIRO DA BOA VENTURA;POVOADO DA BOA VENTURA;S/N;ZONA RURAL;(75)35442034;45310000.0;BA;Ubaíra;2016;5
37563;48922;7227175;-3.79821;-40.26299;UNIDADE BASICA DE SAUDE FRANCISCO RUFINO DE SOUSA;AVENIDA CRIANCA DANTE VALERIO;S/N;CENTRO;;62115000.0;CE;Forquilha;2016;5
37564;49353;7372159;-11.00525;-44.51836;UNIDADE DE SAUDE DA FAMILIA AFONSO LUIZ DIAS;CAMPOS DE CIMA;S/N;ZONA RURAL;77 36251972;47150000.0;BA;Santa Rita de Cássia;2016;5
37566;49169;7305400;-7.115;-34.863;USF MUMBABA;RUA SEVERINO E DE SOUSA;100;SITIO MUMBABA;32189282;58082808.0;PB;João Pessoa;2016;5
37567;49246;7330278;-12.528;-40.307;UNIDADE DE SAUDE DA FAMILIA DO ORIENTE;RUA ALIPIO FAGUNDES;20;ORIENTE;;46880000.0;BA;Itaberaba;2016;5
37569;49462;7405499;-16.44333;-39.05898;USF VILA VALDETE;RUA EDNA CARNEIRO;S/N;VILA VALDETE;;45810000.0;BA;Porto Seguro;2016;5
37572;48988;7247486;-5.56963;-46.74514;UBS NATALINO PEREIRA MIRANDA 2;RUA JK;28;INDUSTRIAL;9935322020;65923000.0;MA;Amarante do Maranhão;2016;5
37573;49128;7294956;-15.595;-39.877;UNIDADE DE SAUDE DA FAMILIA EZEQUIEL BATISTA;RUA CANAVIEIRAS;200;CENTRO;;45790000.0;BA;Potiraguá;2016;5
37575;49346;7370822;-9.558;-37.381;PSF MANOEL MACIANO II;AVENIDA MANOEL MACIANO;S/N;10;;57445000.0;AL;São José da Tapera;2016;5
37576;49357;7373759;-7.751;-37.639;ESF ALTO VERMELHO;SITIO ALTO VERMELHO;S/N;ZONA RURAL;8738381575;56800000.0;PE;Afogados da Ingazeira;2016;5
37581;49391;7384394;-4.7870599999999985;-40.05813;POSTO DE SAUDE DA TRIZIDELA;RUA JOSE MARQUES BRASIL;S/N;TRIZIDELA;;63780000.0;CE;Monsenhor Tabosa;2016;5
37582;49256;7337124;-10.003;-42.504;UNIDADE DE SAUDE DA FAMILIA MOISES RIBEIRO DA SILVA;COMUNIDADE DE LAGOA DO PADRE;01;ZONA RURAL;07435342242;47240000.0;BA;Pilão Arcado;2016;5
37583;49463;7405782;-7.85695;-38.75593;UNIDADE DE SAUDE DA FAMILIA DA CACIMBA NOVA;SITIO CACIMBA NOVA;S/N;ZONA RURAL;;56950000.0;PE;São José do Belmonte;2016;5
37586;49513;7414110;-10.95796;-38.78537;USF PADRE JOSE GUMERCINDO;PRACA DR OSVALDO ASSUNCAO;S/N;CENTRO;(75)32722397;48790000.0;BA;Tucano;2016;5
37588;49322;7361203;-3.4610000000000003;-40.212;UNIDADE DE SAUDE DA FAMILIA MARIA LERNILSON ALVES MEDEIROS;RUA ROSA MISTICA;S/N;JERICO;8836441164;62150000.0;CE;Santana do Acaraú;2016;5
37590;48987;7247451;-5.567;-46.742;CENTRO DE SAUDE I;RUA RIO BRANCO;S/N;CENTRO;99353322020;65923000.0;MA;Amarante do Maranhão;2016;5
37591;49390;7383703;-4.45119;-37.79181;POSTO DE SAUDE CMV;MAMOEIRO;S/N;ZONA RURAL;88 34131020;62815000.0;CE;Fortim;2016;5
37592;49143;7299842;-10.97;-41.083;UNIDADE DE SAUDE DA FAMILIA SEDE II;AVENIDA JOSE FERREIRA DA SILVA;S/N;CENTRO;;44718000.0;BA;Ourolândia;2016;5
37594;49489;7410093;-13.37582;-42.52023;ESTRATEGIA DE SAUDE DA FAMILIA BOA VISTA II;POVOADO DO JATAI;S/N;ZONA RURAL;7736782177;46570000.0;BA;Botuporã;2016;5
37596;48919;7225628;-10.492;-37.19300000000001;CLINICA SAUDE DA FAMILIA MARIA ADALULA DA COSTA;AV PAULO VASCONCELOS;S/N;CENTRO;(79)2651920;49600000.0;SE;Nossa Senhora das Dores;2016;5
37599;49366;7375816;-5.92173;-39.26439;UNIDADE BASICA DE SAUDE DO TOME I;SITIO TOME I;S/N;ZONA RURAL;;63645000.0;CE;Deputado Irapuan Pinheiro;2016;5
