index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
2;273;2478234;-3.4996819496153804;-40.2771234512317;CENTRO DE SAUDE DA FAMILIA DO MIRIM ANTONIO BISPO FILHO;ALTO ALEGRE;S/N;ALTO ALEGRE;8836431065;62140000.0;CE;Massapê;2016;5;-3.8035014;-40.2625283;Alto Alegre, Forquilha - CE, 62115-000, Brazil
3;46;2412802;-13.2777392864223;-41.3851547241199;US DA FAMILIA DE IRACEMA COSTA E SILVA;TRAVESSA ITAMAR MAGALHAES;25;CENTRO;77 34135203;46760000.0;BA;Ibicoara;2016;5;-13.4136556;-41.284438;Ibicoara, BA, 46760-000, Brazil
4;330;2756161;-7.115;-34.863;USF INTEGRADA SANTA CLARA;RUA NEVINHA RAPOSO;53;CASTELO BRANCO;(83)32147126;58050520.0;PB;João Pessoa;2016;5;-7.130607899999999;-34.8495159;R. Nevinha Raposo - Conj. Pres. Castelo Branco II, João Pessoa - PB, 58033-455, Brazil
5;346;2477564;-10.6173634529111;-37.650275230406606;UNIDADE DE SAUDE DA FAMILIA JOVITA MARIA DE ALMEIDA;POVOADO MANUINO;S/N;ZONA RURAL;(79)4591240;49512000.0;SE;Pedra Mole;2016;5;-10.6196272;-37.6876794;Pedra Mole - State of Sergipe, Brazil
9;112;3519929;-15.037234108912802;-41.9357339067348;USF DO POVOADO DE ALVORADA;PRACA CORONEL JOSE MOREIRA CORDEIRO;104;CENTRO;7734472114;46280000.0;BA;Cordeiros;2016;5;-15.0396002;-41.9340865;Praça Cel. José Moreira Cordeiro, 104, Cordeiros - BA, 46280-000, Brazil
11;389;2719762;-9.26699995994541;-37.9346966743458;CENTRO DE SAUDE MUNICIPAL DE AGUA BRANCA;RUA NOSSA SENHORA DA CONCEICAO;S/N;BAIRRO NOVO;;57490000.0;AL;Água Branca;2016;5;-9.2613574;-37.9361482;Água Branca - State of Alagoas, 57490-000, Brazil
14;153;3005844;-6.459381580352599;-35.5762195587148;UNIDADE BASICA DE SAUDE BENEDITA DO CARMO LIMA;AVENIDA CELSO LISBOA;1365;CENTRO;(84)2882099;59218000.0;RN;Passa e Fica;2016;5;-6.436518500000001;-35.6433715;Av. Celso Lisboa, 1365, Passa e Fica - RN, 59218-000, Brazil
15;121;6741096;-13.4016788005825;-38.9159989356983;USF DO ZIMBO BRAZ BORGES DE OLIVEIRA;ZIMBO;S/N;MORRO DE SAO PAULO;(75) 3653-2027;45420000.0;BA;Cairu;2016;5;-13.4036448;-38.9164157;R. do Zimbo, Cairu - BA, 45420-000, Brazil
16;148;5589614;-9.17991399764988;-36.1584520339955;UNIDADE DE SAUDE DA FAMILIA DE BARRO BRANCO;FAZENDA BARRO BRANCO;S/N;ZONA RURAL;(82) 2891213;57840000.0;AL;Santana do Mundaú;2016;5;-9.171836599999999;-36.2179354;Santana do Mundaú, State of Alagoas, 57840-000, Brazil
17;57;2429624;-9.144144058227267;-40.323107242583106;UBS OSVALDO COELHO;RUA ANTONIO RIBEIRO;S/N;ZONA RURAL;87 3986 5256;56304020.0;PE;Petrolina;2016;5;-9.389083;-40.5030961;Petrolina, State of Pernambuco, Brazil
