index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
31080;42593;2721031;-10.0584949600009;-36.8067459676714;POSTO DE SAUDE POCO COMPRIDO;POVOADO POCO COMPRIDO;S/N;ZONA RURAL;(82)5350113;57390000.0;AL;Olho d'Água Grande;2016;5
31081;42592;2720949;-10.058;-36.817;POSTO DE SAUDE OLHO DAGUA PEQUENO;POVOADO OLHO DAGUA PEQUENO;S/N;ZONA RURAL;(82)5350113;57390000.0;AL;Olho d'Água Grande;2016;5
31084;42659;2725614;-7.336903810500879;-39.10823822021371;POSTO DE SAUDE DE SERRA MAOZINHA;SITIO SERRA DO MAOZINHA;S/N;ZONA RURAL;;63200000.0;CE;Missão Velha;2016;5
31086;42518;2713373;-8.378487;-35.4507729209957;PSF ESTIVAS;ENGENHO ESTIVAS;S/N;ENGENHO ESTIVAS;;55515000.0;PE;Amaraji;2016;5
31088;42614;2721635;-10.004;-36.024;USF SINIMBU II;USINA SINIMBU;S/N;ZONA RURAL;;57255000.0;AL;Jequiá da Praia;2016;5
31090;42560;2717530;-7.214860000000002;-39.31284;UBS FRANCISCANOS I;RUA SAO BENTO;1167;FRANCISCANOS;88 35111175;63010010.0;CE;Juazeiro do Norte;2016;5
31092;42596;2720914;-9.9;-36.678;UNIDADE DE SAUDE DA FAMILIA MUMBACA;POVOADO MUMBACA;S/N;ZONA RURAL;(82) 5241100;57340000.0;AL;Feira Grande;2016;5
31093;42504;2712644;-7.9959380000000015;-35.041277539321;POSTO DE SAUDE DA FAMILIA VARZEA FRIA II;RUA PRIMAVERA;S/N;VARZEA FRIA;;54740310.0;PE;São Lourenço da Mata;2016;5
31097;42598;2721147;-9.3514680862424;-37.5359487533558;UNIDADE BASICA DE SAUDE DA FAMILIA SANTO ANTONIO;SITIO RECANTO;S/N;ZONA RURAL;(82) 6341162;57515000.0;AL;Senador Rui Palmeira;2016;5
31098;42590;2720663;-9.44503426551792;-38.01833868026621;UNIDADE BASICA DE SAUDE EUSEBIO MOREIRA;POVOADO LAGOINHA;S/N;ZONA RURAL;;57480000.0;AL;Delmiro Gouveia;2016;5
31099;42492;2712458;-7.78572320938088;-35.0874137878408;PSF I DOM HELDER CAMARA;AVENIDA BRASIL;S/N;LOT NOVA ARACOIBA;(81)35438320;53690000.0;PE;Araçoiaba;2016;5
31101;42608;2721821;-9.3235470553658;-36.477222076661796;UNIDADE DA FAMILIA ERNESTO JOSE DE ALBUQUERQUE;POVOADO LAGOA QUEIMADA;S/N;ZONA RURAL;;57750000.0;AL;Quebrangulo;2016;5
31104;42537;2714256;-8.84123682975743;-36.266834735869296;PSF VEREADOR PEDRO CORDEIRO;POVOADO SAO JOSE RUETA;S/N;CENTRO;;55430000.0;PE;Angelim;2016;5
31105;42643;2724715;-4.939737815364019;-37.975431296901;UNIDADE BASICA DE SAUDE BENTO PEREIRA;SITIO BOM SUCESSO;S/N;ZONA RURAL;(88) 4110220;62900000.0;CE;Russas;2016;5
