index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
23460;35124;2349086;-7.943188;-34.8847916197368;USF MARANGUAPE II A;RUA 93;61;MARANGUAPE II;(81)34372849;53401441.0;PE;Paulista;2016;5
23463;34938;2611198;-7.82717;-39.08757;POSTO DE SAUDE DO BOM HAVER;SITIO BOM HAVER;S/N;SITIO BOM HAVER;;63280000.0;CE;Penaforte;2016;5
23464;34867;2459450;-3.9284491539000297;-45.619440078733994;UBSF MAGUARI;BR 222;S/N;MAGUARI;(98) 6545915;65390000.0;MA;Santa Luzia;2016;5
23465;34866;2459418;-4.51858878135668;-46.010484695433206;UBSF ARAPARI;POVOADO ARAPARI;S/N;ARAPARI;(98) 6545915;65390000.0;MA;Santa Luzia;2016;5
23468;34894;2528460;-3.83594512939442;-40.9715580940235;U B S DA FAMILIA DE CARUATAI;DISTRITO DE CARUATAI;S/N;CARUATAI;;62320000.0;CE;Tianguá;2016;5
23472;34845;2414139;-16.8390476703639;-39.6717166900623;ESFSB SAO PAULINHO;POVOADO DE SAO PAULINHO;S/N;SAO PAULINHO;(73)2940876;45836000.0;BA;Itamaraju;2016;5
23473;35087;6431763;-8.712480068206531;-36.4207077026357;PSF MIGUEL PEDRO DE BRITO;RUA 02;90;CENTRO;;55395000.0;PE;Jupi;2016;5
23474;34853;2431068;-7.680816650390401;-39.8005270957935;UNIDADE DE SAUDE DA FAMILIA DE TIMORANTE;SITIO TIMORANTE;S/N;ZONA RURAL;;56230000.0;PE;Exu;2016;5
23475;34804;2310384;-2.53173708915703;-45.0931048393237;UNIDADE DE SAUDE DA FAMILIAJOAO CASTELO;RUA DUQUE DE CAXIAS;380;JOAO CASTELO;(98)987094363;65200000.0;MA;Pinheiro;2016;5
23478;34893;2511096;-11.25652;-39.36659;POSTO SAUDE DE CASAS VELHAS;DISTRITO CASAS VELHAS;S/N;ZONA RURAL;(75)32652099;48880000.0;BA;Santaluz;2016;5
23479;34868;2477734;-10.6777775287625;-37.4141550064076;UNIDADE PSF DR LUCIANO SIQUEIRA;RUA FRANCISCO BRAGANCA;S/N;BANANEIRAS;(79)3431 4204;49500329.0;SE;Itabaiana;2016;5
23484;34882;2502003;-5.19380123470868;-37.3568741367043;UBS DR SUELDO CAMARA;RUA NEIDE PINHEIRO PAULA;S/N;AEROPORTO II;;59607235.0;RN;Mossoró;2016;5
23487;35141;3448894;-7.967509;-34.866377;USF SITIO FRAGOSO II;RUA BENJAMIM;20;SITIO FRAGOSO;;53423600.0;PE;Paulista;2016;5
23489;35138;2770660;-9.41071709622786;-40.503552159443394;USF ABOBORAS;PRACA ERMENEGILDO FERREIRA NETO;S/N;DIST DE ABOBORAS;(74)611 2766;48903400.0;BA;Juazeiro;2016;5
23491;35150;3873277;-7.78667807579018;-35.0864267349233;PSF VI DR RICARDO FIUZA;TRAVESSA PRESIDENTE VARGAS;360;CENTRO;(81) 35438369;53690000.0;PE;Araçoiaba;2016;5
23492;35071;5598850;-3.07848930358878;-42.2221112251269;UNIDADE SAUDE DA FAMILIA DE MAGU CANA BRAVA;MAGU;25;CANA BRAVA;(98)4781143;65570000.0;MA;Araioses;2016;5
23493;34948;2638770;-8.1793642044065;-34.93491411209;USF VAQUEJADA;RUA SENHOR DO BOMFIM;325;CAJUEIRO SECO;81 3377-8674;54330423.0;PE;Jaboatão dos Guararapes;2016;5
23494;34978;3009564;-6.48531;-35.28638;UBS CENTRO II;RUA NOVA;S/N;CENTRO;(84) 32402293;59198000.0;RN;Montanhas;2016;5
23496;35054;5285704;-4.33145642280566;-45.79294681548939;UBSF CAMPO GRANDE;POVOADO CAMPO GRANDE;S/N;CAMPO GRANDE;9836545826;65390000.0;MA;Santa Luzia;2016;5
