index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
19791;31341;2719223;-9.811810255050382;-37.3172521591176;POSTO DE SAUDE DE LIMOEIRO;POVOADO LIMOEIRO;S/N;POVOADO;1;57400000.0;AL;Pão de Açúcar;2016;5;-9.8092013;-37.3120428;Limoeiro, Pão de Açúcar - AL, 57400-000, Brazil
19796;31461;3924548;-12.9677803318097;-39.2606518548164;CENTROSAJ;RUA SETE DE SETEMBRO;75;CENTRO;75-36324653;44571017.0;BA;Santo Antônio de Jesus;2016;5;-12.9680676;-39.2615956;R. Sete de Setembro, 75 - Centro, Santo Antônio de Jesus - BA, 44571-005, Brazil
19808;31221;2356597;-7.1398365497587;-34.9854683876027;UNIDADE DE PSF MUTIRAO;TRAVESSA ANTONIO V DOURADO ZEVEDO;42;JD EUROPA;(83) 30499500;58304000.0;PB;Santa Rita;2016;5;-7.135867999999999;-34.96623530000001;Santa Rita, PB, Brazil
19813;31344;2720612;-9.2736089229581;-37.3893928527821;POSTO DE SAUDE CEDRO;POVOADO CEDRO;01;ZONA RURAL;(82)6251146;57520000.0;AL;Maravilha;2016;5;-9.230872;-37.3527565;Maravilha, AL, 57520-000, Brazil
19814;31424;3099369;-7.1209967136381;-34.956865310667894;UNIDADE DE PSF VARZEA NOVA III;RUA ANESIO ALVES DE MIRANDA;02;VARZEA NOVA;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.1204925;-34.9567612;R. Anésio Alves de Miranda, 2, Santa Rita - PB, 58304-500, Brazil
19815;31503;5465281;-5.14259934425339;-44.8359990119921;PS DE CENTRO DO ROQUE;RUA PRINCIPAL;S/N;CENTRO DO ROQUE;9936432285;65950000.0;MA;Barra do Corda;2016;5;-5.5167985;-45.2250905;R. Principal, Barra do Corda - MA, 65950-000, Brazil
19818;31324;2651203;-6.5440213680265416;-42.2497916221606;PSF ZONA URBANA;AV CICERO RIBEIRO DE ALMEIDA;S/N;CENTRO;;64525000.0;PI;Várzea Grande;2016;5;-6.544390600000001;-42.2494368;R. Cicero Ribeiro Almeida, Várzea Grande - PI, 64525-000, Brazil
19819;31392;2757990;-7.114;-34.978;UNIDADE DE PSF JARDIM EUROPA I;RUA GOVERNADOR IVAN BICHARA;410;JARDIM EUROPA;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.150642500000001;-34.9575667;R. Gov. Ivan Bichara, 410 - Aeroporto, Bayeux - PB, 58302-490, Brazil
19820;31299;2520095;-12.9680077697186;-39.2611312580459;USF SAO FRANCISCO;R WELLINGTON FIGUEIREDO;72;SAO BENEDITO;(75)36324807;44572901.0;BA;Santo Antônio de Jesus;2016;5;-12.9598248;-39.2525465;R. Welington Figueiredo., 72 - São Benedito, Santo Antônio de Jesus - BA, 44573-190, Brazil
19828;31447;3553183;-12.97523;-39.25863;USF DO AMPARO;R SAO BARTOLOMEU;357;AMPARO;;44572650.0;BA;Santo Antônio de Jesus;2016;5;-12.9729539;-39.2737652;R. São Bartolomeu, 357 - Amparo, Santo Antônio de Jesus - BA, 44572-630, Brazil
19829;31237;2412861;-14.8430903650875;-39.98983210568471;USF VALDOFREDO SOUSA CARMO;PRACA SANTA TEREZINHA;S/N;CENTRO;(73) 3272-2294;45290000.0;BA;Ibicuí;2016;5;-12.7695758;-39.5204718;Santa Teresinha, BA, 44590-000, Brazil
19831;31393;2758016;-7.1551899999999975;-34.96412;UNIDADE DE PSF JARDIM EUROPA II;R SINDICALISTA GABRIEL CARVALHO COSTA;192;JARDIM EUROPA;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.1478709;-34.9711343;R. Sindicalista Gabriel Cavalcante Costa - Municípios, Santa Rita - PB, 58303-310, Brazil
19832;31417;3034550;-11.761063922959304;-41.9120960647526;UNIDADE DE SAUDE DA FAMILIA DE GAMELEIRA;POVOADO DE GAMELEIRA;S/N;GAMELEIRA;;44895000.0;BA;Barro Alto;2016;5;-11.7632179;-41.9091372;Barro Alto - State of Bahia, Brazil
19833;31249;2462435;-5.506;-45.243;PS DE ESCONDIDO;ESCONDIDO;S/N;CENTRO;;65950000.0;MA;Barra do Corda;2016;5;-5.6646905;-44.9893728;Escondido, Barra do Corda - MA, 65950-000, Brazil
19838;31500;5360188;-10.3236722946164;-38.205921649931796;UNIDADE DE SAUDE DA FAMILIA DA CASCALHEIRA;POVOADO CASCALHEIRA;S/N;ZONA RURAL;75-32962199;48565000.0;BA;Sítio do Quinto;2016;5;-10.368537;-38.2065882;Sítio do Quinto - State of Bahia, Brazil
19843;31513;5883997;-7.12602853775004;-34.9842667579641;UNIDADE DE PSF PADRE PAULO KOELLEN;RUA ALIPIO G DA SILVEIRA;103;CENTRO;30499500;58300220.0;PB;Santa Rita;2016;5;-7.124721;-34.981454;R. Alípio Gomes da Silveira, 103 - Centro, Santa Rita - PB, 58300-400, Brazil
19848;31225;2366193;-2.88156653584822;-41.66456723227479;ESF CAMURUPIM;COMUNIDADE CAMURUPIM;S/N;ZONA RURAL;(21)863672161;64220000.0;PI;Luís Correia;2016;5;-3.0896501;-41.4546677;Camurupim, Luís Correia - PI, 64220-000, Brazil
19862;31257;2477459;-10.5659508705136;-36.815872192381704;UNIDADE DE SAUDE DA FAMILIA BADAJOS;POVOADO BADAJOS;S/N;RURAL;(79)32721555;49960000.0;SE;Japaratuba;2016;5;-10.56906;-36.817299;Badajós, Japaratuba - SE, 49960-000, Brazil
19863;31215;2343355;-7.1163;-34.98121;UNIDADE DE PSF HEITEL SANTIAGO;RUA JOANINHA;115;EITEL SANTIAGO;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.162825700000001;-34.9563759;R. Dalva Cantalice Falcone, 116 - Aeroporto, Santa Rita - PB, Brazil
19864;31459;3893243;-12.5964260101315;-38.327565193175204;UNIDADE SAUDE DA FAMILIA ENTRONCAMENTO;RUA TIRADENTES;S/N;ENTRONCAMENTO;(71) 3625-2289;42850000.0;BA;Dias d'Ávila;2016;5;-12.6018563;-38.3311259;R. Tiradentes, Camaçari - BA, 42850-000, Brazil
19866;31296;2519631;-12.9680077697186;-39.2611312580459;USF IRMA DULCE;RUA AMARAL;S/N;IRMA DULCE;(75) 36316659;44572901.0;BA;Santo Antônio de Jesus;2016;5;-12.9687753;-39.2414472;Lot. Irma Dulce - Mutum, Santo Antônio de Jesus - BA, Brazil
19869;31219;2356570;-7.137819528579509;-34.9781084060659;UNIDADE DE PSF PAULO VI;RUA GUANABARA;54;POPULAR;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.137885;-34.97811799999999;R. Guanabara, 54 - Alto, Santa Rita - PB, 58301-325, Brazil
19875;31466;4024524;-11.1011435641446;-38.517129397940394;UNIDADE BASICA DE SAUDE DA FAMILIA TREZE DE MAIO;RUA TREZE DE MAIO;S/N;SANTA CRUZ;(75)3435-1698;48450000.0;BA;Cipó;2016;5;-11.100512;-38.5201479;R. 13 de Maio, Cipó - BA, 48450-000, Brazil
19879;31389;2756315;-5.50497651100143;-45.260217189787504;UBS NSA SRA APARECIDA ARATICUM;RUA DEODORO ARRUDA;90;ARATICUM;(99) 6431332;65950000.0;MA;Barra do Corda;2016;5;-5.5048121;-45.2601461;R. Deodoro Arruda, 90, Barra do Corda - MA, 65950-000, Brazil
19880;31537;6394841;-7.13173627853373;-34.980833530425;UNIDADE DE PSF MAURICE VAN WOENSEL;RUA 22 DE MAIO;691;ALTO POPULAR;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.133713900000001;-34.9790672;R. Vinte e Dois de Maio, 691 - Popular, Santa Rita - PB, 58301-050, Brazil
19886;31216;2343371;-7.13227272033671;-35.008921623229;UNIDADE DE PSF USINA SAO JOAO;USINA SAO JOAO;S/N;ZONA RURAL;(83) 30499500;58304000.0;PB;Santa Rita;2016;5;0.0;0.0;Não encontrado
19891;31247;2462419;-5.3597939014433305;-45.45144796371329;PS NARU;RUA MARANHAO DO NARU;S/N;POVOADO NARU;;65950000.0;MA;Barra do Corda;2016;5;-5.36404;-45.4528653;Naru, Barra do Corda - MA, 65950-000, Brazil
19893;31457;3750663;-12.9725909164354;-39.255424445751096;USF VIRIATO LOBO;RUA VIRIATO LOBO;586;CENTRO;(75) 3631-5654;44571020.0;BA;Santo Antônio de Jesus;2016;5;-12.972666;-39.255286;R. Viriato Lôbo, 586 - Centro, Santo Antônio de Jesus - BA, 44571-020, Brazil
19895;31432;3326853;-2.88200139999381;-44.6754956245409;UBS JOSE DA CONCEICAO RODRIGUES;SAO SEBASTIAO;S/N;SAO SEBASTIAO;;65230000.0;MA;Cajapió;2016;5;-23.8063468;-45.4016534;São Sebastião, State of São Paulo, Brazil
19897;31551;6742149;-11.810882091521899;-40.441596508025;POSTO DE SAUDE DO COBE;POVOADO DO COBE;S/N;COBE;74 36262317;44800000.0;BA;Mundo Novo;2016;5;-11.8247699;-40.447151;Cobé, Mundo Novo - BA, 44800-000, Brazil
19899;31444;3522431;-14.84464;-39.98532;USF DR WANDERLEY FRAGA LIMA;RUA GEOVANE DANTAS DE SOUSA;50;TANCREDO NEVES;(73) 3272-2294;45290000.0;BA;Ibicuí;2016;5;-12.9438308;-38.4496208;Tancredo Neves, Salvador - State of Bahia, 40301-110, Brazil
19904;31494;5157439;-8.960108144634;-37.626822945483;PSF MANOEL ALEXANDRE DOS SANTOS;SITIO UMBUZEIRO DOCE;S/N;VILA UMBUZEIRO DOCE;(87)38407122;56565000.0;PE;Manari;2016;5;-8.75;-36.3;Umbuzeiro, Calçado - PE, 55385-000, Brazil
19909;31239;2421119;-10.2181434631345;-37.421214580534794;CLINICA DE SAUDE DA FAMILIA MARIA DA CONCEICAO PARTEIRA;PRACA DO MERCADO;31;CENTRO;(79) 34113099;49680000.0;SE;Nossa Senhora da Glória;2016;5;38.7311988;-9.1444676;Mercado 31 Janeiro Rua Engenheiro Vieira da Silva, Loja Nº24, Praça Duque de Saldanha, 1050-094 Lisboa, Portugal
19910;31493;5151988;-5.498734268130809;-36.5091482339596;UESF LUIZ FERREIRA DE LACERDA;RUA PROJETADA DA CRECHE;S/N;SANTO ANTONIO;84 35332493;59510000.0;RN;Afonso Bezerra;2016;5;-6.3113798;-35.4784912;Santo Antônio, State of Rio Grande do Norte, 59255-000, Brazil
19916;31535;6363342;-7.152829170226839;-34.9688172340383;UNIDADE DE PSF IVONE MORAIS;AV CAMPINA GRANDE;S/N;TIBIRI II;32172820;58300970.0;PB;Santa Rita;2016;5;-7.1529414;-34.9652988;Av. Campina Grande - Municípios, Santa Rita - PB, Brazil
19917;31415;2805812;-6.56389117240887;-35.6833148002614;POSTO DE SAUDE DO BAIXIO ANCORA;SITIO BAIXIO;S/N;ZONA RURAL;08336391002;58235000.0;PB;Riachão;2016;5;-6.516667;-38.266667;Baixio, Vieirópolis - PB, 58822-000, Brazil
19920;31458;3769135;-2.88156653584822;-41.66456723227479;ESF BEIRA MAR;RUA PROJETADA 21;S/N;BEIRA MAR;08633671523;64220000.0;PI;Luís Correia;2016;5;-2.8893444;-41.6700769;R. Projetada A., 21 - S/N - Cemitério, Luís Correia - PI, 64220-000, Brazil
19921;31395;2772000;-12.613;-38.297;USF BIRIBEIRA;DISTRITO DE BIRIBEIRA;S/N;BIRIBEIRA;(71)6253005;42850000.0;BA;Dias d'Ávila;2016;5;-12.6191964;-38.2929948;Dias d'Ávila, Camaçari - State of Bahia, Brazil
19922;31465;4024516;-11.1190009117123;-38.4491872787464;UNIDADE BASICA DE SAUDE DA FAMILIA JUREMA AMARI;FAZENDA JUREMA;S/N;ZONA RURAL;(75)3435-1698;48450000.0;BA;Cipó;2016;5;0.0;0.0;Não encontrado
19923;31224;2356600;-7.1600818634031125;-34.9832797050466;UNIDADE DE PSF IRMA CACILDA;RUA DO COMBATE;28;MARCO MOURA;(83) 30499500;58300970.0;PB;Santa Rita;2016;5;-7.1542124;-34.9778838;R. O Combate, 28 - Lot. Solar Tibiri, Santa Rita - PB, Brazil
19927;31693;2412616;-14.300862550735099;-42.3347854614246;POSTO DE SAUDE DE SANTO ANTONIO;POVOADO DE SANTO ANTONIO;01;POVOADO STO ANTONIO;( );46390000.0;BA;Ibiassucê;2016;5;-14.2546968;-42.2756861;Ibiassucê - State of Bahia, Brazil
19931;31829;2815877;-10.9853410720822;-37.3490953445424;USF DO POVOADO SALVADOR;POVOADO SALVADOR;S/N;ZONA RURAL;;49120000.0;SE;Itaporanga d'Ajuda;2016;5;-10.9836892;-37.3495142;Estrada Povoado Salvador, Itaporanga d'Ajuda - SE, 49120-000, Brazil
19932;31669;2342294;-6.754821538924968;-36.0838866233815;POSTO DE SAUDE SANTA ROSA ESF VI;SITIO SANTA ROSA;S/N;ZONA RURAL;( );58170000.0;PB;Barra de Santa Rosa;2016;5;-6.7205368;-36.06039579999999;R. Manoel de Souza Lima, 118 - Centro, Barra de Santa Rosa - PB, 58170-000, Brazil
19934;31886;3443132;-13.6202045630406;-41.331695870489504;U S F DO RIO PRETO;POVOADO DO RIO PRETO;S/N;ZONA RURAL;;46650000.0;BA;Barra da Estiva;2016;5;-20.8127115;-49.376521;São José do Rio Preto, State of São Paulo, Brazil
19946;31695;2416557;-14.793320269725196;-39.0431842869426;UNIDADE DE SAUDE DA FAMILIA DE SAMBAITUBA ARITAGUA;PRACA NOVA BRASILIA;S/N;SAMBAITUBA;(73) 3656-6008;45662899.0;BA;Ilhéus;2016;5;-14.6563948;-39.1036244;Sambaituba, Ilhéus - BA, Brazil
19947;31728;2508575;-10.2551472187039;-37.7864456176747;USF DE POSTO DE ADONIAS;POVOADO POSTO DE ADONIAS;01;CENTRO;(75)2892156;48580000.0;BA;Pedro Alexandre;2016;5;-10.2546641;-37.7867785;BR-235, 15, Pedro Alexandre - BA, 48580-000, Brazil
19949;31705;2422786;-10.962982177734098;-37.45333671569721;POSTO DE SAUDE DO POVOADO MOITA FORMOSA;POVOADO MOITA FORMOSA;S/N;ZONA RURAL;;49120000.0;SE;Itaporanga d'Ajuda;2016;5;38.6529133;-8.9900856;Moita, Portugal
19952;31765;2687836;-6.11473183865013;-38.2032615200836;UBS DANIEL GAMA DA SILVA;SITIO JATOBA;S/N;ZONA RURAL;(84)03519019;59900000.0;RN;Pau dos Ferros;2016;5;-6.0970077;-38.2052254;1, BR-405, Pau dos Ferros - RN, 59900-000, Brazil
19960;31732;2510588;-16.4143037796016;-39.084806442259605;USF PRACA DO COELHO;RUA JOAO CARLOS MATTOS DE PAULA;24;PARQUE ECOLOGICO JOA;(73) 3288-9678;45810000.0;BA;Porto Seguro;2016;5;-16.419524;-39.0858016;R. João Carlos, Porto Seguro - BA, 45810-000, Brazil
