index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
9592;15545;2724952;-5.9522080421446;-39.7381711006153;POSTO DE SAUDE DE CATOLE;DISTRITO DE CATOLE;S/N;CENTRO;5831699;63610000.0;CE;Mombaça;2016;5;-5.7451694;-39.6272966;Centro, Mombaça - CE, 63610-000, Brazil
9593;15329;2367122;-6.240183021140339;-42.6850242313083;PS BENJAMIN DO REGO MONTEIRO;RUA PARAIBA;S/N;BELA VISTA;(86)2931198;64490000.0;PI;Regeneração;2016;5;-7.239960900000001;-36.7819505;State of Paraíba, Brazil
9594;15296;2308444;-2.51165270805352;-44.2368149757372;CENTRO DE SAUDE AMAR;RUA DEPUTADO LUIS ROCHA;24;VICENTE FIALHO;;65070290.0;MA;São Luís;2016;5;-2.5107747;-44.2422385;Rua Deputado Luís Rocha, 24 - Vila Vicente Fialho, São Luís - MA, 65052-050, Brazil
9595;15231;2309262;-2.68136143684379;-44.2956519126879;CENTRO DE SAUDE DE PEDRINHAS I;BR 135 KM 13;S/N;PEDRINHAS;;65095603.0;MA;São Luís;2016;5;-2.6310702;-44.2636156;BR 135, KM 06, Bairro Maracanã CEP: 65.095-602, Brazil
9598;15542;2721007;-9.638487270779919;-36.5796842002284;UNIDADE DE SAUDE DA FAMILIA PEREIRA VELHO;SITIO PEREIRA VELHO;S/N;ZONA RURAL;;57325000.0;AL;Coité do Nóia;2016;5;-9.6325553;-36.5809891;Coité do Nóia, State of Alagoas, 57325-000, Brazil
9599;15432;7249098;-8.1965387156065;-34.9198722839355;USF CATAMARA;RUA CARACOL;S/N;CANDEIAS;;54430180.0;PE;Jaboatão dos Guararapes;2016;5;-8.1983446;-34.9318215;R. Caracol, 701 - Candeias, Jaboatão dos Guararapes - PE, 54430-180, Brazil
9600;15275;2606100;-6.69761538505535;-38.516650199889;USF JOAO FEITOSA DE AQUINO;DISTRITO;S/N;DISTRITO;;58910000.0;PB;São João do Rio do Peixe;2016;5;-6.727253399999999;-38.449499;São João do Rio do Peixe - State of Paraíba, Brazil
9601;15294;2644673;-3.05812597274771;-45.046262741087595;UNIDADE BASICA DE SAUDE SANTA VITORIA;POV SANTA VITORIA;6;ZONA RURAL;;65218000.0;MA;Matinha;2016;5;-3.0988588;-45.0354138;Matinha, State of Maranhão, 65218-000, Brazil
9602;15550;2007770;-9.53360127527465;-37.2978907897967;UBS NOVA BRASILIA;R N S APARECIDA;S/N;CENTRO;;57442000.0;AL;Olho d'Água das Flores;2016;5;-22.8469023;-45.23166519999999;Aparecida, State of São Paulo, 12570-000, Brazil
9603;15345;2307642;-4.14781909711357;-42.944180203607296;UNIDADE DE SAUDE DA FAMILIA DO POV MOCAMBO DOS MARQUES;POVOADO MOCAMBO DOS MARQUES;S/N;ZONA RURAL;98 34741224;65625000.0;MA;Duque Bacelar;2016;5;-4.1503996;-42.9480775;Duque Bacelar, MA, 65625-000, Brazil
9606;15543;2008513;-9.53368865946464;-36.62815971645;UNIDADE DE SAUDE DA FAMILIA DE CARAIBINHAS;POVOADO CARAIBINHAS;S/N;ZONA RURAL;;57620000.0;AL;Igaci;2016;5;-9.4900745;-36.68913089999999;Caraibinha, Igaci - AL, 57620-000, Brazil
9610;15276;2368250;-5.98983407020551;-41.928119659422606;PS DE ALTO ALEGRE PSF;LOC ALTO ALEGRE;S/N;ZONA RURAL;;64315000.0;PI;Santa Cruz dos Milagres;2016;5;-5.9861349;-41.912738;Alto Alegre, Santa Cruz dos Milagres - PI, 64315-000, Brazil
9615;15299;4014782;-6.18807175929035;-35.0926003671736;UBS PIAU;PIAU;S/N;DISTRITO;;59178000.0;RN;Tibau do Sul;2016;5;-6.2352095;-35.1330664;Piau, Tibau do Sul - RN, 59178-000, Brazil
9619;15212;2420538;-10.9153009698622;-37.666353409722;C S JOSEFA BARBOSA DOS REIS ROMAO;AV MACHADO;S/N;ALDEMAR DE CARVALHO;(79)6319620;49400000.0;SE;Lagarto;2016;5;-10.9116629;-37.6596738;Av. Machado - Ademar de Carvalho, Lagarto - SE, 49400-000, Brazil
9628;15264;4022211;-11.9429111480709;-42.032768726347705;POSTO DE SAUDE DE LAGOA DO PEIXE;POV LAGOA DO PEIXE;S/N;CENTRO;(74)6541373;44990000.0;BA;Barra do Mendes;2016;5;37.1356631;-8.451722799999999;8400 Lagoa, Portugal
9629;15284;5792452;-4.61354970931993;-44.7938990592944;UNIDADE BASICA DE SAUDE DE MORADA NOVA;POV MORADA NOVA;S/N;CENTRO;(99)36481178;65723000.0;MA;Bernardo do Mearim;2016;5;-4.6270462;-44.76114930000001;Bernardo do Mearim, MA, 65723-000, Brazil
9630;15356;2007606;-9.21992182731602;-37.751255035399296;CENTRO DE SAUDE DRDENISSON DE MENEZES;RUA MUNIZ FALCAO;S/N;CENTRO;(82) 6451481;57545000.0;AL;Inhapi;2016;5;-9.218549699999999;-37.7519772;R. Muniz Falcão, Inhapi - AL, 57545-000, Brazil
9631;15522;3446212;-7.14938202;-34.87338481353861;USF INTEGRADA QUATRO ESTACOES;RUA JUREMA TEOTONIO DA SILVA;S/N;MANGABEIRA;32139493;58058235.0;PB;João Pessoa;2016;5;-7.1673886;-34.8305471;R. Jurema Teotônio da Silva - Mangabeira VII, João Pessoa - PB, 58033-455, Brazil
9636;15584;2408457;-5.809557437896558;-35.235493183135;USF BOM PASTOR;RUA AUGUSTO CALHEIROS;S/N;BOM PASTOR;32328455;59052070.0;RN;Natal;2016;5;-5.809752800000001;-35.2354162;R. Augusto Calheiros - Bom Pastor, Natal - RN, 59052-080, Brazil
9641;15283;3043940;-12.624597099999999;-38.992552;USF DR JOSE MARIA DE MAGALHAES NETTO;RUA SABINO SILVA;12;CENTRO;(75)34242818;44340000.0;BA;Muritiba;2016;5;-12.6255307;-38.9918692;R. Sábino Santiago, Muritiba - BA, 44340-000, Brazil
9643;15500;3983854;-3.50022912025441;-39.5977950096119;UNIDADE BASICA DE SAUDE MOURAO;RUA JOAQUIM RODRIGUES TEIXEIRA;S/N;MOURAO;;62500785.0;CE;Itapipoca;2016;5;-3.4997893;-39.5988537;Rua Joaquim Rodrigues Teixeira - Mourão, Itapipoca - CE, 62540-000, Brazil
9644;15334;2426196;-3.4651458263396204;-39.42134857177621;UNIDADE BASICA DE SAUDE CEMOABA;AV JOAQUIM BARBOSA FILHO;S/N;CEMOABA;3531334;62655000.0;CE;Tururu;2016;5;-3.4676524;-39.4210968;Avenida Joaquim Barbosa Filho, Tururu - CE, 62655-000, Brazil
9647;15435;2009234;-9.15621;-35.53587;UNIDADE DE SAUDE DA FAMILIA SANTA CRUZ DO RIACHAO;FAZENDA SANTA CRUZ DO RIACHAO;S/N;ZONA RURAL;;57910000.0;AL;Matriz de Camaragibe;2016;5;36.9741171;-122.0307963;Santa Cruz, CA, USA
9650;15344;2325306;-4.76305063948266;-42.5783745315456;PSF VERTENTE;VIL A VERTENTE;S/N;ZONA RURAL;(86)2641329;64110000.0;PI;José de Freitas;2016;5;-4.757564599999999;-42.5761867;José de Freitas, State of Piauí, 64110-000, Brazil
9653;15561;2406810;-5.088365077972259;-42.736666202543894;UNIDADE BASICA DE SAUDE ALTO DA RESSURREICAO;RUA FRANCISCO LUCAS PEREIRA;7013;GURUPI;(86) 2159218;64090195.0;PI;Teresina;2016;5;-5.0823509;-42.7418148;Gurupi, Teresina - PI, Brazil
9656;15338;5173914;-7.8081;-37.7943;UNIDADE DE SAUDE DA FAMILIA PROFESSOR FERNANDO FIGUEIRA;POVOADO DE ROCA DE DENTRO;S/N;CENTRO;38541280;56820000.0;PE;Carnaíba;2016;5;-7.716667;-37.716667;Roça de Dentro, Carnaíba - PE, 56820-000, Brazil
9658;15324;4032675;-11.352599859237301;-40.2730464935291;PSF DE SALAMIM;POVOADO SALAMIM;S/N;POVOADO;7436312607;44710000.0;BA;Serrolândia;2016;5;-11.3519144;-40.2735144;R. da Serrinha, 73-151, Serrolândia - BA, 44710-000, Brazil
9661;15222;2463350;-5.25452256202682;-45.7666182517992;POSTO DE SAUDE CRIOLIZAO;POVOADO;S/N;CENTRO;(98)6432624;65948000.0;MA;Itaipava do Grajaú;2016;5;-5.1431995;-45.7892087;Itaipava do Grajaú, MA, 65948-000, Brazil
9663;15230;2422824;-10.9967327673046;-37.307826933068796;USF DO POVOADO NOVA DESCOBERTA;POVOADO NOVA DESCOBERTA;S/N;ZONA RURAL;;49120000.0;SE;Itaporanga d'Ajuda;2016;5;-11.0641436;-37.2861509;Itaporanga d'Ajuda - State of Sergipe, 49120-000, Brazil
9664;15341;2404885;-5.66612362861617;-42.2061038017261;POSTO MUNICIPAL DE SAUDE FUNDEC PSF;AV GETULIO VARGAS;290;CENTRO;(86)3250-1172;64370000.0;PI;Prata do Piauí;2016;5;-5.673045399999999;-42.2050202;Prata do Piauí, PI, 64370-000, Brazil
9666;15409;3434400;-13.81391;-41.29822;USF DA SEDE;RUA PLINIO DE CASTRO;S/N;CENTRO;;46640000.0;BA;Ituaçu;2016;5;-13.8172267;-41.2975335;R. Plínio de Castro, Ituaçu - BA, 46640-000, Brazil
9670;15260;2602318;-14.017489999999999;-39.88885;USF GILDA RAMOS DOS SANTOS;AV LOMANTO JUNIOR;S/N;CENTRO;(73)35352245;45225000.0;BA;Jitaúna;2016;5;-14.0188292;-39.8891397;Av. Lomanto Junior, Jitaúna - BA, 45225-000, Brazil
9672;15537;6562868;-7.63251543045022;-39.499304294585;PSF SANTO EXPEDITO;POVOADO DE CANTA GALO;S/N;RURAL;;56150000.0;PE;Moreilândia;2016;5;-7.6274465;-39.5513371;Moreilândia - State of Pernambuco, Brazil
9674;15201;2351390;-7.608233324198671;-34.9451065063477;PSF CARRAPICHO;VILA CARRAPICHO;01;TEJUCUPAPO;(81);55900000.0;PE;Goiana;2016;5;-7.6011905;-34.8941405;Tejucopapo, Goiana - PE, 55900-000, Brazil
9675;15213;2770644;-9.41071709622786;-40.503552159443394;USF MANICOBA II JATOBA;PROJETO DE IRRIGACAO MANICOBA;S/N;DIST MANICOBA II;(74)611 2766;48903400.0;BA;Juazeiro;2016;5;-9.249765;-40.296862;Maniçoba, Juazeiro - BA, Brazil
9677;15540;6427731;-9.94893550872774;-36.71214580535779;UNIDADE DE SAUDE DA FAMILIA CURRAL FALSO;SITIO CURRAL FALSO;21;ZONA RURAL;;57350000.0;AL;Campo Grande;2016;5;-20.4697105;-54.6201211;Campo Grande, State of Mato Grosso do Sul, Brazil
9678;15217;2414287;-13.034451362197;-39.5981225034895;UNIDADE DE SAUDE DA FAMILIA CORTA MAO;PRACA DOM JOAO NILTON;S/N;CORTA MAO;75 36349040;45300000.0;BA;Amargosa;2016;5;-13.0297318;-39.60207;Amargosa, State of Bahia, 45300-000, Brazil
9679;15282;3628426;-7.995;-35.580999999999996;USF ALTO DA ESPERANCA;ALTO DA ESPERANCA;S/N;ALTO DA ESPERANCA;(81)36511454;55650000.0;PE;Passira;2016;5;-7.9872289;-35.5746768;Alto da Esperança, Passira - PE, 55650-000, Brazil
9682;15437;2478986;-4.76214408874498;-39.4837045669544;POSTO DE SAUDE DE MACAOCA;BR 020 KM 256;S/N;ZONA RURAL;8120018;63860000.0;CE;Madalena;2016;5;-9.749375599999999;-43.2081501;BR-020, Brazil
9688;15474;6568955;-13.6789119243618;-39.12598371505621;PS DE ITABEROE;RODOVIA ITUBERA X VALENCA;S/N;RODOVIA;7332563269;45435000.0;BA;Ituberá;2016;5;-13.7360329;-39.1465637;Ituberá, State of Bahia, 45435-000, Brazil
9689;15249;5246059;-3.48235487937917;-44.04863119125239;USBF JABORANDI;POVOADO JABORANDI;S/N;JABORANDI;;65455000.0;MA;Presidente Vargas;2016;5;-3.4082405;-44.0237929;Presidente Vargas, Maranhão, Presidente Vargas - State of Maranhão, 65455-000, Brazil
9691;15567;2660008;-12.6015538384449;-39.0340236148013;POSTO DE SAUDE DA FAMILIA DE PORTAO;RUA FELIX PEDROSA;S/N;PORTAO;07536382081;44350000.0;BA;Governador Mangabeira;2016;5;-12.6070754;-39.0278595;R. Félix Pedrosa, Gov. Mangabeira - BA, 44350-000, Brazil
9693;15389;3063690;-7.1992199999999995;-34.84172;USF INTEGRADA CAMINHO DO SOL;RUA CORONEL FRANCISCO MONTEIRO SEGUNDO;S/N;VALENTINA;32189112;58064360.0;PB;João Pessoa;2016;5;-7.1987299;-34.8398215;Rua Coronel Francisco Monteiro Segundo - Conj. Valentina Figueredo I, João Pessoa - PB, 58033-455, Brazil
9696;15209;3035573;-13.0351482201811;-39.0106225828794;UNIDADE SAUDE DA FAMILIA CABOTO LEONE;FAZENDA CABOTO LEONE;S/N;ZONA RURAL;(75)36362713;44400000.0;BA;Nazaré;2016;5;-12.933333;-38.933333;Cabotó, Nazaré - BA, 44400-000, Brazil
9702;15351;2363968;-7.3309315;-35.3375333858727;PSF CAMPO GRANDE;CAMPO GRANDE;182;CAMPO GRANDE;;58360000.0;PB;Itabaiana;2016;5;-7.3348079;-35.3529741;Campo Grande, Itabaiana - PB, 58360-000, Brazil
