index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
6253;10579;6783236;-5.21652102470383;-42.5452852249133;PS TORQUATO MENDES;LOCALIDADE SARAIVA;S/N;ZONA RURAL;8632750022;64295000.0;PI;Pau D'Arco do Piauí;2016;5;-5.2539777;-42.3876903;Pau D'Arco do Piauí, PI, 64295-000, Brazil
6254;10632;2321009;-6.93022837139016;-37.09485738524009;UNIDADE DE SAUDE DA FAMILIA II RITA TAVARES DO NASCIMENTO;RUA EZEQUIEL BENIGNO DE MEDEIROS;S/N;CENTRO;(83)4621488;58625000.0;PB;São Mamede;2016;5;-6.9265614;-37.0994216;R. Ezequiel Benígno de Medeiros - Conj. Sab Vo A Viaracava, São Mamede - PB, 58625-000, Brazil
6255;10700;2564645;-4.30217091397851;-38.5012856666586;UNIDADE BASICA DE SAUDE TIMBAUBA;RUA ARTUR CHAGAS FILHO;S/N;TIMBAUBA DOS MARINHE;;62875000.0;CE;Chorozinho;2016;5;-4.3523718;-38.4598428;Rua Artur Chagas Filho, Chorozinho - CE, 62875-000, Brazil
6257;10782;5519098;-5.791176102858679;-37.5537021978471;UNIDADE BASICA DE SAUDE SEBASTIAO FERREIRA DE OLIVEIRA;RUA CEZARIANA RODRIGUES;S/N;SAO SEVERINO;(84)33372796;59780000.0;RN;Caraúbas;2016;5;-6.15;-38.466667;São Severino, São Miguel - RN, 59920-000, Brazil
6258;10683;2626799;-11.682769060134499;-38.3172011375416;POSTO DE SAUDE DO ENTROCAMENTO D SATIRO DIAS;ENTROCAMENTO DE SATIRO DIAS;S/N;CENTRO;;48490000.0;BA;Inhambupe;2016;5;39.4611239;-8.478759;2330 Entroncamento, Portugal
6260;10653;5982758;-2.83940792083732;-40.558819770811795;UBASF DE MANGUE SECO;MANGUE SECO;11;MANGUE SECO;;62598000.0;CE;Jijoca de Jericoacoara;2016;5;-2.8493765;-40.5622812;Mangue Seco, Jijoca de Jericoacoara - CE, 62598-000, Brazil
6261;10518;2493748;-14.341986179351402;-41.7696118354785;UNIDADE DE SAUDE DA FAMILIA DEOCLECIANO JOSE DOS SANTOS;PRACA DA SAUDADE;S/N;ZONA URBANO;;46110000.0;BA;Malhada de Pedras;2016;5;-14.3851259;-41.8846037;Malhada de Pedras, BA, 46110-000, Brazil
6263;10686;6630928;-10.505661554543801;-40.3188209870999;UNIDADE BASICA DE SAUDE DA FAMILIA LIMOEIRO;POVOADO DE LIMOEIRO;01;LIMOEIRO;;44790000.0;BA;Campo Formoso;2016;5;-10.5178008;-40.3260788;Estr. p/ Sejana e Limoeiro, 1, Campo Formoso - BA, 44790-000, Brazil
6264;10500;2653990;-5.82573;-35.2451;USF FELIPE CAMARAO II;RUA SANTA CLARA;S/N;FELIPE CAMARAO;32328315;59074550.0;RN;Natal;2016;5;-5.8242036;-35.2482745;R. Santa Clara - Felipe Camarão, Natal - RN, Brazil
6267;10711;2462257;-5.14381929799225;-44.295223449707;POSTO DE SAUDE PATIOBA;POV PATIOBA;S/N;PATIOBA;(99)35621923;65775000.0;MA;Gonçalves Dias;2016;5;-5.207031700000001;-44.3116711;Patioba, Gonçalves Dias - MA, 65775-000, Brazil
6268;10764;2635259;-7.5760000000000005;-40.49800000000001;ESF BOM JARDIM DO ARARIPE;BOM JARDIM DO ARARIPE;S/N;BOM JARDIM DO ARARIP;;56280000.0;PE;Araripina;2016;5;-7.576559999999999;-40.497632;RUA Duque DE Caxias, SN - Bom Jardim do Araripe, Araripina - PE, 56280-000, Brazil
6270;10603;4028279;-11.7938232421872;-38.8810229301441;UNIDADE DE SAUDE LAMARAO;AV DO TRIUNFO;S/N;CENTRO;(75)36882113;48720000.0;BA;Lamarão;2016;5;-11.7937538;-38.8834043;Lamarão - State of Bahia, Brazil
6272;10626;3000575;-12.801350646024;-41.324641803998794;UNIDADE DE SAUDE DA FAMILIA ALBINO DESIDERIO BISPO;PRACA ALBINO DESIDERIO BISPO;S/N;POV NOVA VISTA;(75)3335-5039;46830000.0;BA;Andaraí;2016;5;-12.5917824;-41.1222036;R. Albino Desidério Bpo., Andaraí - BA, 46830-000, Brazil
6274;10493;2426862;-4.6069943904875394;-38.879435062407296;POSTO DE SAUDE DE ITANS;RUA JOAO DE OLIVEIRA POMBO;S/N;ITANS;;62740000.0;CE;Itapiúna;2016;5;-4.607819699999999;-38.8767386;Itans, Itapiúna - CE, 62740-000, Brazil
6276;47806;5336090;-14.19731;-39.51269;USF WANDERLEY RAMOS DE SOUZA;1 TRAVESSA;S/N;GLORIA;7332451004;45550000.0;BA;Ubatã;2016;5;-9.344591699999999;-38.2544317;Glória, BA, 48610-000, Brazil
6278;10771;2719533;-9.83385;-35.97834;CENTRO DE SAUDE DE ROTEIRO ELADIO MARCELINO;LOTDRJOAO JATOBA;S/N;CENTRO;;57257000.0;AL;Roteiro;2016;5;-9.833692100000002;-35.9774394;R. Francisco Inácio Jatobá, Roteiro - AL, 57246-000, Brazil
6279;10428;3903494;-10.9480690956113;-39.26861286163221;UNIDADE DE SAUDE DA FAMILIA DO ASSENTAMENTO ALTO BONITO;ASENTAMENTO ALTO BONITO;S/N;ZONA RURAL;3274-1346;48840000.0;BA;Cansanção;2016;5;-10.9480366;-39.2683723;Cansanção - State of Bahia, 48840-000, Brazil
6281;10563;2609053;-7.1925698759973;-37.926519001178;USF FERNANDO VIEIRA DE MELO;RUA JOAO PEREIRA DA FONSECA;S/N;DA CADEIA;(83)4522212;58765000.0;PB;Piancó;2016;5;-7.1957199;-37.92282549999999;Piancó, State of Paraíba, 58765-000, Brazil
6283;10692;2462249;-5.14347735777981;-44.291446899414;UNIDADE BASICA DE SAUDE JAPAOZINHO;POVOADO JAPAOZINHO;S/N;JAPAOINHO;(99)35621923;65775000.0;MA;Gonçalves Dias;2016;5;-5.251679999999999;-44.3119911;Japãozinho, Gonçalves Dias - MA, 65775-000, Brazil
6284;10666;2532859;-10.2628542593015;-40.193611466193204;PSF JOSELINA PIO DE FARIAS;POVOADO DE CATUNI;S/N;ZONA RURAL;( );48960000.0;BA;Jaguarari;2016;5;-10.3487742;-40.1721293;Catuni - Itapicuru, Jaguarari - BA, 48960-000, Brazil
6285;10619;2341247;-6.3946652412412694;-38.549244403838;UNIDADE BASICA DE SAUDE MANOEL ALEXANDRE DA SILVA;DISTRITO DE SAO JOAO BOSCO;S/N;DISTRITO;(83) 5621032;58933000.0;PB;Poço Dantas;2016;5;-6.4053054;-38.4977293;DISTRITO DE SAO JOAO BOSCO S/N, Poço Dantas - PB, 58933-000, Brazil
6296;10468;2508214;-14.4922757148738;-42.686069011687;USF SEDE;AVENIDA TIBERIO FAUSTO;238;CENTRO;(77)6672120;46360000.0;BA;Pindaí;2016;5;-14.487756;-42.68426729999999;R. Tibério Fausto, 238, Pindaí - BA, 46360-000, Brazil
6300;10640;2493667;-11.759104728698402;-40.0857424736011;UNIDADE DE SAUDE DA FAMILIA ENESIA FERNANDES DOS SANTOS;POVOADO DE BOA PAZ;S/N;POVOADO DE BOA PAZ;(74)36322104;44630000.0;BA;Mairi;2016;5;-11.7603092;-40.0843363;Boa Paz, Mairi - BA, 44630-000, Brazil
6304;10558;2481545;-4.13730740547168;-38.49514961242561;UNIDADE BASICA DE SAUDE DE QUEIMADAS;RUA MANOEL FELICIANO;1810;QUEIMADAS;(85)3366056;62885225.0;CE;Horizonte;2016;5;-4.1014438;-38.4860181;Rua Manoel Feliciano de Sousa - Planalto Horizonte, Horizonte - CE, 62880-000, Brazil
6305;10408;2721333;-9.931610389742447;-36.4715218222232;UNIDADE BASICA DE SAUDE DA FAMILIA URUBA;POVOADO URUBA;S/N;ZONA RURAL;(82)541 1218;57270000.0;AL;Junqueiro;2016;5;-9.4815182;-35.9592713;Urubá, Atalaia - AL, 57690-000, Brazil
6306;10633;2407906;-6.22435569763165;-38.2503390312184;CENTRO DE SAUDE SITIO GANGORRA;SITIO GANGORRA;S/N;ZONA RURAL;;59990000.0;RN;Rafael Fernandes;2016;5;-6.216666999999999;-38.25;Gangorra, Rafael Fernandes - RN, 59990-000, Brazil
6308;10629;3540081;-3.54346;-43.9164;UBS DA FAMILIA BACELIO SALGADO;RAMPA;S/N;RAMPA;(98)34611331;65430000.0;MA;Vargem Grande;2016;5;-2.654157;-43.5994892;Rampa, Humberto de Campos - MA, 65180-000, Brazil
6309;10457;2466899;-10.9797620773312;-40.7651782035816;PSF DA CAATINGA DO MOURA;POVOADO DE CAATINGA DO MOURA;S/N;CAATINGA DO MOURA;(74)3624-9177;44700000.0;BA;Jacobina;2016;5;-10.9732896;-40.766408;Catinga do Moura, Jacobina - BA, 44700-000, Brazil
6310;10750;2561603;-4.04711199445096;-39.4488814473152;UNIDADE BASICA DE SAUDE JOAO ACACIO VASQUES MACEDO;CE 341;S/N;CENTRO;33571252;62738000.0;CE;General Sampaio;2016;5;-4.0390615;-39.451858;CE-341, Gen. Sampaio - CE, Brazil
6313;10460;2771195;-15.414620000000001;-39.4923;USF DR MANOEL RODRIGUES;TRAVESSA BOA VISTA;55;CENTRO;(73) 2831711;45880000.0;BA;Camacan;2016;5;-15.4201038;-39.49640369999999;Camacan, State of Bahia, 45880-000, Brazil
6314;10749;2635348;-7.5760000000000005;-40.49800000000001;ESF ALTO DA BOA VISTA I;RUA SANTANA;S/N;ALTO DA BOA VISTA;;56280000.0;PE;Araripina;2016;5;-22.972707;-43.284099;Alto da Boa Vista, Rio de Janeiro - State of Rio de Janeiro, Brazil
