index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
9592;15545;2724952;-5.9522080421446;-39.7381711006153;POSTO DE SAUDE DE CATOLE;DISTRITO DE CATOLE;S/N;CENTRO;5831699;63610000.0;CE;Mombaça;2016;5
9593;15329;2367122;-6.240183021140339;-42.6850242313083;PS BENJAMIN DO REGO MONTEIRO;RUA PARAIBA;S/N;BELA VISTA;(86)2931198;64490000.0;PI;Regeneração;2016;5
9594;15296;2308444;-2.51165270805352;-44.2368149757372;CENTRO DE SAUDE AMAR;RUA DEPUTADO LUIS ROCHA;24;VICENTE FIALHO;;65070290.0;MA;São Luís;2016;5
9595;15231;2309262;-2.68136143684379;-44.2956519126879;CENTRO DE SAUDE DE PEDRINHAS I;BR 135 KM 13;S/N;PEDRINHAS;;65095603.0;MA;São Luís;2016;5
9598;15542;2721007;-9.638487270779919;-36.5796842002284;UNIDADE DE SAUDE DA FAMILIA PEREIRA VELHO;SITIO PEREIRA VELHO;S/N;ZONA RURAL;;57325000.0;AL;Coité do Nóia;2016;5
9599;15432;7249098;-8.1965387156065;-34.9198722839355;USF CATAMARA;RUA CARACOL;S/N;CANDEIAS;;54430180.0;PE;Jaboatão dos Guararapes;2016;5
9600;15275;2606100;-6.69761538505535;-38.516650199889;USF JOAO FEITOSA DE AQUINO;DISTRITO;S/N;DISTRITO;;58910000.0;PB;São João do Rio do Peixe;2016;5
9601;15294;2644673;-3.05812597274771;-45.046262741087595;UNIDADE BASICA DE SAUDE SANTA VITORIA;POV SANTA VITORIA;6;ZONA RURAL;;65218000.0;MA;Matinha;2016;5
9602;15550;2007770;-9.53360127527465;-37.2978907897967;UBS NOVA BRASILIA;R N S APARECIDA;S/N;CENTRO;;57442000.0;AL;Olho d'Água das Flores;2016;5
9603;15345;2307642;-4.14781909711357;-42.944180203607296;UNIDADE DE SAUDE DA FAMILIA DO POV MOCAMBO DOS MARQUES;POVOADO MOCAMBO DOS MARQUES;S/N;ZONA RURAL;98 34741224;65625000.0;MA;Duque Bacelar;2016;5
9606;15543;2008513;-9.53368865946464;-36.62815971645;UNIDADE DE SAUDE DA FAMILIA DE CARAIBINHAS;POVOADO CARAIBINHAS;S/N;ZONA RURAL;;57620000.0;AL;Igaci;2016;5
9610;15276;2368250;-5.98983407020551;-41.928119659422606;PS DE ALTO ALEGRE PSF;LOC ALTO ALEGRE;S/N;ZONA RURAL;;64315000.0;PI;Santa Cruz dos Milagres;2016;5
9615;15299;4014782;-6.18807175929035;-35.0926003671736;UBS PIAU;PIAU;S/N;DISTRITO;;59178000.0;RN;Tibau do Sul;2016;5
9619;15212;2420538;-10.9153009698622;-37.666353409722;C S JOSEFA BARBOSA DOS REIS ROMAO;AV MACHADO;S/N;ALDEMAR DE CARVALHO;(79)6319620;49400000.0;SE;Lagarto;2016;5
9628;15264;4022211;-11.9429111480709;-42.032768726347705;POSTO DE SAUDE DE LAGOA DO PEIXE;POV LAGOA DO PEIXE;S/N;CENTRO;(74)6541373;44990000.0;BA;Barra do Mendes;2016;5
9629;15284;5792452;-4.61354970931993;-44.7938990592944;UNIDADE BASICA DE SAUDE DE MORADA NOVA;POV MORADA NOVA;S/N;CENTRO;(99)36481178;65723000.0;MA;Bernardo do Mearim;2016;5
9630;15356;2007606;-9.21992182731602;-37.751255035399296;CENTRO DE SAUDE DRDENISSON DE MENEZES;RUA MUNIZ FALCAO;S/N;CENTRO;(82) 6451481;57545000.0;AL;Inhapi;2016;5
9631;15522;3446212;-7.14938202;-34.87338481353861;USF INTEGRADA QUATRO ESTACOES;RUA JUREMA TEOTONIO DA SILVA;S/N;MANGABEIRA;32139493;58058235.0;PB;João Pessoa;2016;5
9636;15584;2408457;-5.809557437896558;-35.235493183135;USF BOM PASTOR;RUA AUGUSTO CALHEIROS;S/N;BOM PASTOR;32328455;59052070.0;RN;Natal;2016;5
9641;15283;3043940;-12.6245971;-38.992552;USF DR JOSE MARIA DE MAGALHAES NETTO;RUA SABINO SILVA;12;CENTRO;(75)34242818;44340000.0;BA;Muritiba;2016;5
9643;15500;3983854;-3.50022912025441;-39.5977950096119;UNIDADE BASICA DE SAUDE MOURAO;RUA JOAQUIM RODRIGUES TEIXEIRA;S/N;MOURAO;;62500785.0;CE;Itapipoca;2016;5
9644;15334;2426196;-3.4651458263396204;-39.42134857177621;UNIDADE BASICA DE SAUDE CEMOABA;AV JOAQUIM BARBOSA FILHO;S/N;CEMOABA;3531334;62655000.0;CE;Tururu;2016;5
9647;15435;2009234;-9.15621;-35.53587;UNIDADE DE SAUDE DA FAMILIA SANTA CRUZ DO RIACHAO;FAZENDA SANTA CRUZ DO RIACHAO;S/N;ZONA RURAL;;57910000.0;AL;Matriz de Camaragibe;2016;5
9650;15344;2325306;-4.76305063948266;-42.5783745315456;PSF VERTENTE;VIL A VERTENTE;S/N;ZONA RURAL;(86)2641329;64110000.0;PI;José de Freitas;2016;5
9653;15561;2406810;-5.088365077972259;-42.736666202543894;UNIDADE BASICA DE SAUDE ALTO DA RESSURREICAO;RUA FRANCISCO LUCAS PEREIRA;7013;GURUPI;(86) 2159218;64090195.0;PI;Teresina;2016;5
9656;15338;5173914;-7.8081;-37.7943;UNIDADE DE SAUDE DA FAMILIA PROFESSOR FERNANDO FIGUEIRA;POVOADO DE ROCA DE DENTRO;S/N;CENTRO;38541280;56820000.0;PE;Carnaíba;2016;5
9658;15324;4032675;-11.352599859237301;-40.2730464935291;PSF DE SALAMIM;POVOADO SALAMIM;S/N;POVOADO;7436312607;44710000.0;BA;Serrolândia;2016;5
9661;15222;2463350;-5.25452256202682;-45.7666182517992;POSTO DE SAUDE CRIOLIZAO;POVOADO;S/N;CENTRO;(98)6432624;65948000.0;MA;Itaipava do Grajaú;2016;5
9663;15230;2422824;-10.9967327673046;-37.307826933068796;USF DO POVOADO NOVA DESCOBERTA;POVOADO NOVA DESCOBERTA;S/N;ZONA RURAL;;49120000.0;SE;Itaporanga d'Ajuda;2016;5
