index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
16893;28358;2232731;-33.129.293.918.608.600;-529.513.335.227.951;ESF ESPINILHO SANTA VITORIA DO PALMAR;BR 471;2;ESPINILHO;(53)2631400;96230000.0;RS;Santa Vitória do Palmar;2016;5
16901;28298;5477336;-297.588.470.844.955;-5.708.331.942.558.280;SAUDE DA MULHER SECRETARIA MUNICIPAL DE SAUDE;AV PRESIDENTE VARGAS;2990;CENTRO;;97501974.0;RS;Uruguaiana;2016;5
16903;28329;2700123;-296.006.489.665.062;-510.796.304.047.108;US SAO JOAO DIRMAOS;RUA MINAS GERAIS;256;SAO JOAO;(51)5645717;93950000.0;RS;Dois Irmãos;2016;5
16907;28238;2689812;-27.634.738.605.369.800;-513.359.938.247.645;UNIDADE SANITARIA CENTRAL DE CELSO RAMOS;RUA JOSE MARTINELLI;198;CENTRO;(49)5471111;88598000.0;SC;Celso Ramos;2016;5
16914;28346;4052633;-23.850.544.028.818.900;-50.404.905.974.864.900;PSF URBANO 1;RUA PLATANO;25;CENTRO;4335471303;84285000.0;PR;Figueira;2016;5
16929;28257;2661020;-2.863.747;-4.949.875;UNIDADE SANITARIA DR DINO GORINI;RUA ALFREDO PESSI;351;CENTRO;(48)4362095;88865000.0;SC;Nova Veneza;2016;5
16932;28345;2232715;-335.181.498.527.517;-5.338.351.249.694.670;ESF COHAB SANTA VITORIA DO PALMAR;AV GETULIO VARGAS;1090;GETULIO VARGAS;(53)2631400;96230000.0;RS;Santa Vitória do Palmar;2016;5
16934;28274;6924638;-27.172.762.155.532;-51.497.168.540.953.100;ESF INTERIOR;RUA SANTOS DUMONT;277;CENTRO;4935541337;89610000.0;SC;Herval d'Oeste;2016;5
16946;28472;2249340;-273.867.702.484.123;-52.451.970.577.238.500;UNIDADE BASICA DR EGIDIO ZAMBONATTO;RUA CHILE;467;CENTRO;(54)5281164;99760000.0;RS;Itatiba do Sul;2016;5
16950;28475;6502385;-29.584.175.348.281;-508.844.232.559.189;ESF IMIGRANTE NOVA HARTZ;RUA DA MANGUEIRA;104;IMIGRANTE;51 3565 2260;93890000.0;RS;Nova Hartz;2016;5
16951;28530;2537915;-26.720.569.403.503;-528.588.992.560.494;POSTO DE SAUDE SEDE DE JARDINOPOLIS;AVENIDA SANTO ANTONIO;255;CENTRO;(49) 3337 0045;89848000.0;SC;Jardinópolis;2016;5
16954;28617;2779102;-28.707.084.009.204.500;-493.008.225.783.231;UNIDADE DE SAUDE DA FAMILIA JUSSARA;RUA BALDOINO REUS;S/N;JUSSARA;(48)3432-3995;88820000.0;SC;Içara;2016;5
16957;28408;5905826;-286.980.378.627.769;-493.029.069.900.498;UNIDADE SAUDE DA FAMILIA DO NOSSA SENHORA DE FATIMA;RUA VALTER FRANCISCO;234;NOSSA SENHORA DE FAT;3478-4741;88820000.0;SC;Içara;2016;5
16958;28499;2577593;-231.464.274.393.077;-505.210.713.512.026;POSTO DE SAUDE VILA SANTA RITA;RUA PRIMO BASSI;1000;VILA SANTA RITA;(43)35311907;86350000.0;PR;Santa Mariana;2016;5
16962;28697;7230338;-23.733;-52.873.000.000.000.000;POSTO DE SAUDE FRATERNIDADE;RUA SAO VICENTE;S/N;JARDIM FRATERNIDADE;(44) 3677-2737;87430000.0;PR;Tapejara;2016;5
16972;28465;2254018;-31.719.597.880.829.100;-5.234.432.006.299.150;UBS DUNAS;RUA UM;100;DUNAS;(53) 2741001;96081110.0;RS;Pelotas;2016;5
16974;28412;7195125;-27.404;-51.773;UNIDADE BASICA DE SAUDE BAIRRO;RUA SANTOS DUMONT;S/N;DOS ESTUDANTES;(49) 3558-0436;89669000.0;SC;Ipira;2016;5
16977;28527;2256401;-28.330.242.633.818.800;-5.427.829.742.431.470;PS BAIRRO HALLER;RUA LUIZ FERNANDO CRESPO DE SOUZA;538;HALLER;;98804702.0;RS;Santo Ângelo;2016;5
16982;28561;2377322;-270.414.082.411.233;-49.622.086.169.137.800;UNIDADE SANITARIA ESF CENTRO 2;TRAVESSA LUIZ RIGO;S/N;CENTRO;(47) 3522101;89150000.0;SC;Presidente Getúlio;2016;5
16985;28487;25445;-2.591.919;-4.948.661;CENTRO DE SAUDE DE DOCE FINO ESF III;ESTRADA PRINCIPAL DE DOCE FINO;S/N;DOCE FINO;4136231516;83840000.0;PR;Quitandinha;2016;5
