index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
12383;19191;2527510;-7.387397999999999;-38.772795438031004;ESF PALESTINA;RUA GABRIEL IZIDRO;S/N;DISTRITO PALESTINA D;35521960;63210000.0;CE;Mauriti;2016;5;-7.471097899999998;-38.7746975;R. Gabriel Izidro, Mauriti - CE, 63210-000, Brazil
12384;18911;2525860;-13.4650582643102;-39.4758435545882;UNIDADE DE SAUDE DA FAMILIA ADELIA ANDRADE ROCHA;POVOADO IPIRANGA I;S/N;IPIRANGA;;45416000.0;BA;Presidente Tancredo Neves;2016;5;-13.4475146;-39.4206279;Pres. Tancredo Neves, BA, 45416-000, Brazil
12385;19114;2611503;-6.10008;-39.46691;PSF DE VILA ESPERANCA;VILA ESPERANCA;S/N;ESPERANCA;;63560000.0;CE;Acopiara;2016;5;-6.100104;-39.4670322;Vila Esperança, Acopiara - CE, 63560-000, Brazil
12386;18910;3016218;-13.4708417736022;-39.4240598299107;UNIDADE DE SAUDE DA FAMILIA MARIA INOCENCIA DE JESUS;RUA SANTO ANDRE;S/N;NOVA ESPERANCA;;45416000.0;BA;Presidente Tancredo Neves;2016;5;-23.6742228;-46.5436003;Santo André, State of São Paulo, Brazil
12388;19435;2381192;-6.2123429186061;-38.4963439736539;CENTRO DE SAUDE BONITO;SITIO BONITO;S/N;ZONA RURAL;;59920000.0;RN;São Miguel;2016;5;-6.211917199999999;-38.4966459;São Miguel - State of Rio Grande do Norte, Brazil
12392;19528;3004708;-8.17064166069007;-36.1974191665639;PSF VIII FAZENDA NOVA;AV DOM PEDRO I;00;FAZENDA NOVA;(81)3747 1196;55170000.0;PE;Brejo da Madre de Deus;2016;5;-8.1686065;-36.1984062;R. Dom Pedro I., Brejo da Me. de Deus - PE, 55170-000, Brazil
12393;19312;2601486;-11.1078107357022;-42.02618122100711;POSTO DE SAUDE DE LARGA DOS MENDES;LARGA DOS MENDES;S/N;ZONA RURAL;;44940000.0;BA;Central;2016;5;-11.0897751;-42.028091;Larga dos Mendes, Jussara - BA, 44940-000, Brazil
12426;19562;7684460;-12.722965625743301;-44.560817778110504;UNIDADE DE SAUDE DA FAMILIA MAXIMINO CIRILO DA SILVA;COCOS;S/N;ZONA RURAL;77 36172200;47830000.0;BA;Baianópolis;2016;5;-12.7210732;-44.5619693;Cocos, Baianópolis - BA, 47830-000, Brazil
12429;19568;5005043;-7.17951178550699;-39.3286943435658;UBS HORTO II;TRAVESSA DOS POMBOS;S/N;HORTO;;63010750.0;CE;Juazeiro do Norte;2016;5;-7.1872685;-39.3284066;Horto, Juazeiro do Norte - CE, Brazil
12430;19398;3006638;-6.3355717032011505;-35.3170907892286;UBS BARROCAS;SITIO BARROCAS;S/N;ZONA RURAL;;59180000.0;RN;Espírito Santo;2016;5;-6.3320944;-35.3107133;Espírito Santo, RN, 59180-000, Brazil
12431;19328;2531569;-4.48549032211291;-45.073921680449104;UNIDADE BASICA DE SAUDE DO POVOADO SANTA TEREZA;POV SANTA TEREZA;1;SANTA TEREZA;(98)6441550;65715000.0;MA;Lago da Pedra;2016;5;-4.489043;-45.0720597;Santa Teresa, Lago da Pedra - MA, 65715-000, Brazil
12436;19214;2517221;-4.83392858315588;-40.319068513295896;UNIDADE DE SAUDE DA FAMILIA SEDE II;RUA CIRO OTAVIO;S/N;DISTRITO DE SUCESSO;(88)36171178;63750000.0;CE;Tamboril;2016;5;-4.940913399999999;-40.5374696;R. Ciro Otávio, Tamboril - CE, 63750-000, Brazil
12440;19327;2456346;-5.51572680473312;-47.4758720397935;CENTRO DE SAUDE TRES PODERES;RUA SERGIPE ENTRE GONCALVES DIAS E RUI BARBOSA;31;TRES PODERES;99 3523-0303;65901550.0;MA;Imperatriz;2016;5;-5.5146294;-47.4818382;Rua Sergipe, Imperatriz - MA, 65907-230, Brazil
12443;19205;6454208;-7.5357464416067;-39.115331461482796;UBS JOSE FRANCISCO DOS SANTOS;VILA SIMAO;S/N;ZONA RURAL;;63270000.0;CE;Porteiras;2016;5;-7.5260475;-39.1035319;Estr. p/ a Vila Simão, Porteiras - CE, 63270-000, Brazil
12444;19340;2463709;-1.65678977966304;-45.43792963027821;UNIDADE BASICA SAUDE DE CANARINHO;AV PRINCIPAL;S/N;POV CANARINHO;(98)3971109;65278000.0;MA;Turiaçu;2016;5;-1.6689743;-45.3687326;Turiaçu, State of Maranhão, 65278-000, Brazil
12446;19331;3523101;-2.48608589172356;-46.0115575790392;UNIDADE BASICA DE SAUDE DE VILA SAO PEDRO;VILA SAO PEDRO;S/N;POVOADO;(98)33251165;65283000.0;MA;Maranhãozinho;2016;5;-5.0417613;-44.4810524;Vila São Pedro, Dom Pedro - MA, 65765-000, Brazil
12447;19449;2645017;-6.096907854080019;-39.7442007064808;PSF DE TRUSSU;DISTRITO DE TRUSSU;S/N;TRUSSU;0000000;63560000.0;CE;Acopiara;2016;5;-6.0873972;-39.7334777;Trussu, Acopiara - CE, 63560-000, Brazil
12450;19320;3578801;-10.5740919358197;-38.6118696305729;PSF QUEIMADA GRANDE;POVOADO QUEIMADA GRANDE;S/N;CENTRO;75-3213-2177;48405000.0;BA;Banzaê;2016;5;-10.6407799;-38.69915900000001;48405-000, Banzaê - BA, Brazil
12452;19323;2665654;-6.4512062072752;-37.098190784453294;UNIDADE DE SAUDE DA FAMILIA III VILA DO PRINCIPE;RUA PAULO DANTAS DE ARAUJO;S/N;VILA DO PRINCIPE;(84)34172982;59300000.0;RN;Caicó;2016;5;-6.4490956;-37.0958099;R. Júlio Rodrigues, 405 - Vila do Príncipe, Caicó - RN, 59300-000, Brazil
12455;19436;2008068;-9.502;-36.023;UNIDADE SAUDE DA FAMILIA PORANGABA;POVOADO PORANGABA;21;CENTRO;;57690000.0;AL;Atalaia;2016;5;-9.543263999999999;-36.108799;Porangaba, Atalaia - AL, 57690-000, Brazil
12457;19332;3523950;-5.52246501943405;-43.201208282913;UNIDADE DE SAUDE DA FAMILIA DO POVOADO UNIAO;POVOADO UNIAO;S/N;ZONA RURAL;;65645000.0;MA;Matões;2016;5;-5.5222551;-43.2038032;Matões, MA, 65645-000, Brazil
